Valetta6789,671.6
kimbifille,490.88
MarkusKahlsen,383.8
TimeHoodie,271.0
Lel0uch,268.62
piper,265.68
ADrone,248.71
dobi,234.84
Fey,220.82
hakha3,216.16
micerang,215.71
asaelr,211.6
ChristopheAF,210.93
jack67889,194.91
Wittvector,194.35
indego,186.81
HelanaAshryvr,172.8
IAMJEFF,169.83
squirrel1988,168.78
Nitrate2,166.86
willwin4sure,163.85
rz,163.54
sephiroth,163.44
jeff10,162.84
Pablo-,160.65
StKildaFan,158.9
aquarelle,155.4
Floriman,151.28
MangoPie,146.25
boba,145.07
Sucubis,140.76
Zakisan,135.0
colton,131.61
qqqq,128.7
rachyrules,128.51
anser,128.03
avanderwalde,127.8
florrat2,127.65
wump,127.6
orucsoraihc,126.42
emilyzhao,123.12
VerySloppyTwo,115.6
nitawa,112.5
timotree,112.2
kopen,111.15
cockdestroyer,107.92
rkass,107.1
bjnh,106.8
Jake_Stiles,105.42
Libster,105.3
Syrah,104.72
katian,102.4
Bonja97,99.76
derekcheah,97.02
sin_faith,96.35
pianoblook,92.8
Fireheart,92.34
NoMercy,91.74
swineherd,91.0
padi,89.7
will.i.am,89.28
Nitrate,88.81
scharkbite,86.8
Durandal,84.74
melwen,83.38
invarse,82.32
Div,78.32
wortel,76.23
Bot-Fiora,75.9
dj.narayanan,72.72
duckmammal,66.95
vEnhance,64.32
Kyle,62.7
catula,61.38
possum,60.32
Smandon,55.65
DarthGandalf,54.45
fishcat,52.5
Animex52,50.88
Lanvin,50.68
corys,49.72
Denchulitas,49.64
antitelharsic,49.21
BlueNovember,44.46
Pimak,41.89
MasN,41.71
Asddsa76,40.7
eliclax,40.02
ksfortson,39.9
Spieler42,39.04
Razvogor,37.38
nkkarpov,37.26
FerKeth,35.03
Kernel,34.31
Daryl,34.0
Livia,33.04
Dr_Kakashi,32.96
Instantiation,32.55
sankala,31.98
rs1,30.24
IsabeltheCat,30.06
newduke,28.73
duckless,27.3
Aluap,26.73
methmatics,23.04
dmigor3,22.77
sjdrodge,22.7
wolfpack,20.91
duckmedic,18.72
TheDaniMan,18.48
RaKXeR,17.44
CaitlinSmith,16.96
skyblueexo,16.64
Cynas,16.38
MathNoob,15.66
Zamiel,13.62
qwertyelmer,12.6
Damian000,12.42
duckington,11.77
HariKrishnan,5.6
Anax,1.96
