586767,6,30,Rainbow & Prism (6 Suits),Dr_Kakashi,griff77,kimbifille,Lanvin,possum,wortel
586761,3,25,Rainbow-Ones & White (5 Suits),Lanvin,possum,wortel
586752,3,0,Rainbow-Ones & White (5 Suits),Lanvin,possum,wortel
586216,3,25,Dark Prism (5 Suits),BlueNovember,Nitrate,wortel
586201,3,0,Dark Prism (5 Suits),BlueNovember,Nitrate,wortel
586183,5,29,6 Suits,7216,BlueNovember,gwenhwyfarrr,Nitrate,wortel
586172,4,30,6 Suits,7216,BlueNovember,gwenhwyfarrr,wortel
431998,5,0,Black (6 Suits),IsabeltheCat,lolthisnotderk,louietyj,qqqq,wortel
431993,5,27,Black (6 Suits),IsabeltheCat,lolthisnotderk,louietyj,qqqq,wortel
431294,5,0,Dark Omni (6 Suits),indego,Nitrate2,TheDaniMan,Wittvector,wortel
431276,5,0,Dark Omni (6 Suits),indego,Nitrate2,TheDaniMan,Wittvector,wortel
431264,5,0,Dark Omni (6 Suits),indego,Nitrate2,TheDaniMan,Wittvector,wortel
431249,5,0,Dark Omni (6 Suits),indego,Nitrate2,TheDaniMan,Wittvector,wortel
431239,5,0,Dark Omni (6 Suits),ChristopheAF,indego,Nitrate2,TheDaniMan,wortel
431225,5,0,Dark Omni (6 Suits),ChristopheAF,indego,Nitrate2,TheDaniMan,wortel
419682,5,0,Pink & Light Pink (5 Suits),indego,newduke,qqqq,VerySloppyTwo,wortel
419678,5,0,Pink & Light Pink (5 Suits),indego,newduke,qqqq,VerySloppyTwo,wortel
419675,3,0,Pink & Light Pink (5 Suits),indego,newduke,wortel
419670,3,24,Pink & Light Pink (5 Suits),indego,newduke,wortel
419666,3,0,Pink & Light Pink (5 Suits),indego,newduke,wortel
419660,5,0,Pink & Light Pink (5 Suits),indego,newduke,qqqq,swineherd,wortel
419652,4,0,Pink (4 Suits),indego,newduke,qqqq,wortel
403064,5,0,No Variant,katian,Krepps57,skyblueexo,Sorenjoren,wortel
399331,4,29,Rainbow & Brown (6 Suits),hakha3,indego,Lanvin,wortel
399314,4,0,Light Pink & Dark Rainbow (5 Suits),hakha3,Kyle,Lanvin,wortel
399305,4,0,Brown-Ones & Muddy Rainbow (5 Suits),Lanvin,Lel0uch,rz,wortel
399077,4,27,Clue Starved & White (6 Suits),Floriman,qqqq,wortel,Zamiel
399034,4,0,Clue Starved & White (6 Suits),Floriman,qqqq,wortel,Zamiel
399010,4,0,Clue Starved & White (6 Suits),Floriman,qqqq,wortel,Zamiel
399005,4,0,Clue Starved & White (6 Suits),Floriman,qqqq,wortel,Zamiel
399001,4,0,Clue Starved & White (6 Suits),Floriman,qqqq,wortel,Zamiel
398995,4,0,Clue Starved & White (6 Suits),Floriman,qqqq,wortel,Zamiel
398960,3,29,Cocoa Rainbow (6 Suits),qqqq,wortel,Zamiel
398050,5,0,White-Ones & Prism (6 Suits),colton,indego,Kernel,Lanvin,wortel
398018,5,0,Dual-Color Mix,colton,indego,Kernel,Lanvin,wortel
397993,5,0,Brown-Ones & Brown (4 Suits),colton,indego,Kernel,Lanvin,wortel
397976,4,0,Dual-Color Mix,indego,Kernel,Lanvin,wortel
396774,5,25,Dark Rainbow (5 Suits),jack67889,Lanvin,melwen,wortel,XMIL
396766,5,0,Dark Rainbow (5 Suits),jack67889,Lanvin,melwen,wortel,XMIL
362446,5,22,No Variant,BillaVGC,ChristopheAF,MarkusKahlsen,StKildaFan,wortel
362433,4,23,No Variant,BillaVGC,ChristopheAF,orucsoraihc,wortel
332253,3,26,Dual-Color Mix,Palo,Thomas1234,wortel
332238,3,27,Dual-Color Mix,Palo,Thomas1234,wortel
332218,3,25,Dual-Color (5 Suits),Palo,Thomas1234,wortel
328755,3,19,Reversed (4 Suits),Palo,Shos71,wortel
328745,3,0,Dual-Color (5 Suits),Palo,Shos71,wortel
328735,3,25,Dual-Color (5 Suits),Palo,Shos71,wortel
328706,3,0,Dual-Color (5 Suits),Palo,Shos71,wortel
322858,4,0,Special Mix (5 Suits),asaelr,Sucubis,Wittvector,wortel
322209,5,23,Extremely Ambiguous & Muddy Rainbow (5 Suits),ebin_noob,robense,sin_faith,Wittvector,wortel
322203,4,24,Throw It in a Hole (5 Suits),ebin_noob,sephiroth,sin_faith,wortel
322197,4,0,Throw It in a Hole (5 Suits),ebin_noob,sephiroth,sin_faith,wortel
322192,5,25,No Variant,Animex52,catula,ebin_noob,Sucubis,wortel
322152,3,25,Black Reversed (5 Suits),derekcheah,TimeHoodie,wortel
322147,3,24,Black Reversed (5 Suits),derekcheah,TimeHoodie,wortel
318925,3,0,Clue Starved (6 Suits),scharkbite,timotree,wortel
318903,3,25,Clue Starved (6 Suits),scharkbite,timotree,wortel
318054,3,25,No Variant,Carunty,Cold,wortel
318034,3,0,No Variant,Carunty,Cold,wortel
318024,6,0,No Variant,Amy2,Carunty,catula,Cold,Sucubis,wortel
318021,6,24,No Variant,Amy2,Carunty,catula,Cold,Sucubis,wortel
317328,5,26,Black (6 Suits),catula,rachyrules,StKildaFan,Wittvector,wortel
317308,4,29,Brown (6 Suits),catula,melwen,sephiroth,wortel
317296,4,0,Dark Pink (5 Suits),melwen,rachyrules,sephiroth,wortel
316694,3,24,Rainbow & Light Pink (5 Suits),jack67889,scharkbite,wortel
316672,6,0,Dark Rainbow (5 Suits),jack67889,Kyle,scharkbite,sephiroth,TimeHoodie,wortel
316645,5,22,Dark Rainbow (5 Suits),DMoney,Kyle,scharkbite,TimeHoodie,wortel
316630,4,0,Black & White (6 Suits),DMoney,Kyle,will.i.am,wortel
316616,5,0,Cocoa Rainbow (6 Suits),Amy2,DMoney,Kyle,TimeHoodie,wortel
312804,4,0,Black & Rainbow (6 Suits),asaelr,DMoney,Veexliat,wortel
312800,4,25,Gray (5 Suits),asaelr,DMoney,Puzzle,wortel
309829,4,25,Prism (5 Suits),AstridKolen,Palo,Thomas1234,wortel
309805,4,0,Prism (5 Suits),AstridKolen,Palo,Thomas1234,wortel
303430,3,18,Prism (4 Suits),jeff10,postmans,wortel
303421,5,0,Prism (6 Suits),jeff10,MarkusKahlsen,postmans,scharkbite,wortel
303419,5,0,Prism (6 Suits),jeff10,MarkusKahlsen,postmans,scharkbite,wortel
303417,3,30,Prism (6 Suits),MarkusKahlsen,postmans,wortel
302489,5,30,Dark Brown (6 Suits),asaelr,Floriman,plus,TimeHoodie,wortel
302485,5,0,Dark Brown (6 Suits),asaelr,Floriman,plus,TimeHoodie,wortel
302482,4,25,Dark Omni (5 Suits),Floriman,plus,TimeHoodie,wortel
301694,6,28,Rainbow & White (6 Suits),Darth_Calculus,Div,newduke,TimeHoodie,Wittvector,wortel
301665,6,0,Rainbow & White (6 Suits),Darth_Calculus,Div,newduke,TimeHoodie,Wittvector,wortel
298810,5,0,Rainbow (4 Suits),Feich59,MarkusKahlsen,sephiroth,TimeHoodie,wortel
298808,5,19,Rainbow (4 Suits),Feich59,MarkusKahlsen,sephiroth,TimeHoodie,wortel
284751,3,20,White Reversed (4 Suits),Palo,Puun,wortel
284741,3,20,Reversed (4 Suits),Palo,Puun,wortel
284736,3,25,Dual-Color (5 Suits),Palo,Puun,wortel
275174,3,20,Rainbow & White (4 Suits),meikewortel,Puun,wortel
275157,3,20,White (4 Suits),meikewortel,Puun,wortel
268945,4,25,No Variant,meikewortel,monkeysuncle,Nudaro,wortel
268927,3,24,No Variant,meikewortel,monkeysuncle,wortel
257184,5,30,White Reversed (6 Suits),ADrone,DMoney,Floriman,sephiroth,wortel
257177,5,0,White Reversed (6 Suits),ADrone,DMoney,Floriman,sephiroth,wortel
257171,4,25,White-Ones (5 Suits),ADrone,DMoney,Floriman,wortel
257157,5,28,Gray (6 Suits),Bonja97,joelwool,MarkusKahlsen,pianoblook,wortel
252019,4,19,White (4 Suits),JCH2014,Palo,Shos71,wortel
251996,4,25,No Variant,JCH2014,Palo,Shos71,wortel
251975,4,0,Rainbow & White (5 Suits),JCH2014,Palo,Shos71,wortel
251964,4,21,Rainbow & White (5 Suits),JCH2014,Palo,Shos71,wortel
251953,3,0,No Variant,Palo,Shos71,wortel
247907,4,25,Black (5 Suits),Palo,Puun,Thomas1234,wortel
247888,4,24,Black (5 Suits),Palo,Puun,Thomas1234,wortel
247874,4,18,Black (5 Suits),Palo,Puun,Thomas1234,wortel
240590,3,25,Rainbow & White (5 Suits),Palo,Thomas1234,wortel
240572,4,21,Rainbow & White (5 Suits),Hoppert,Palo,Thomas1234,wortel
234367,3,24,Rainbow & White (5 Suits),Palo,Puun,wortel
234342,3,23,Rainbow & White (5 Suits),Palo,Puun,wortel
234321,3,19,Rainbow & White (5 Suits),Palo,Puun,wortel
234309,3,0,Rainbow & White (5 Suits),Palo,Puun,wortel
226837,4,25,White (5 Suits),Anne,Hoppert,Palo,wortel
225722,3,25,Dual-Color (5 Suits),Palo,Puun,wortel
225692,3,0,Dual-Color (5 Suits),Palo,Puun,wortel
225682,3,0,Dual-Color (5 Suits),Palo,Puun,wortel
225669,3,20,Ambiguous (4 Suits),Palo,Puun,wortel
225658,3,20,Rainbow (4 Suits),Palo,Puun,wortel
225649,3,20,White (4 Suits),Palo,Puun,wortel
217358,4,28,White (6 Suits),Palomarias,Puun,Thomas1234,wortel
217337,4,0,White (6 Suits),Palomarias,Puun,Thomas1234,wortel
213254,4,0,Cow & Pig (5 Suits),Palomarias,Puun,Shos,wortel
213222,4,25,White (5 Suits),Palomarias,Puun,Shos,wortel
213201,3,0,White (4 Suits),Palomarias,Puun,wortel
210688,3,18,White (4 Suits),Palomarias,Puun,wortel
209712,4,24,White (5 Suits),Hoppert,Palomarias,Puun,wortel
209682,4,24,White (5 Suits),Hoppert,Palomarias,Puun,wortel
209649,5,30,6 Suits,Astrid,Hoppert,Palomarias,Puun,wortel
205413,4,22,No Variant,Hoppert,Puun,Shos,wortel
205346,4,20,No Variant,Hoppert,Puun,Shos,wortel
205304,3,17,4 Suits,Hoppert,Puun,wortel
205278,3,0,4 Suits,Hoppert,Puun,wortel
205259,3,0,4 Suits,Hoppert,Puun,wortel
202731,3,15,White (4 Suits),Palomarias,Puun,wortel
202693,3,18,White (4 Suits),Palomarias,Puun,wortel
202670,3,17,White (4 Suits),Palomarias,Puun,wortel
198105,5,18,White Reversed (4 Suits),Dr_Kakashi,kimbifille,Kyle,postmans,wortel
198085,5,0,White Reversed (4 Suits),Dr_Kakashi,kimbifille,Livia,postmans,wortel
198074,5,17,White Reversed (4 Suits),Dr_Kakashi,kimbifille,Livia,postmans,wortel
198061,4,25,White Reversed (5 Suits),Dr_Kakashi,kimbifille,Livia,wortel
195242,5,25,White (5 Suits),meikever,Palomarias,Puun,Shos,wortel
195209,5,21,White (5 Suits),meikever,Palomarias,Puun,Shos,wortel
195184,4,25,No Variant,Palomarias,Puun,Shos,wortel
195167,4,0,No Variant,Palomarias,Puun,Shos,wortel
170526,3,23,No Variant,Palomarias,Shos,wortel
170476,3,24,No Variant,Palomarias,Shos,wortel
170432,3,22,No Variant,Palomarias,Shos,wortel
168478,3,23,No Variant,meikever,Palomarias,wortel
168461,3,0,No Variant,meikever,Palomarias,wortel
164450,3,23,No Variant,Hoppert,Shos,wortel
164421,4,0,No Variant,Astrid,Hoppert,Shos,wortel
160788,4,22,No Variant,Astrid,Palomarias,Shos,wortel
158546,3,24,Dual-Color (5 Suits),Meike,Palomarias,wortel
158533,2,0,Dual-Color (5 Suits),Palomarias,wortel
158531,3,19,White (4 Suits),Hoppert,Meike,wortel
158512,3,20,4 Suits,Hoppert,Meike,wortel
158495,3,0,4 Suits,Hoppert,Meike,wortel
157240,3,19,4 Suits,Palomaris,Thomas1234,wortel
148057,4,20,White (4 Suits),Meike,Palomaris,Skullbriar,wortel
133325,4,24,No Variant,Palomaris,ThePlapie,Thomas1234,wortel
127527,4,25,No Variant,Astrid,Palomaris,Skullbriar,wortel
127476,4,0,No Variant,Astrid,Palomaris,Skullbriar,wortel
127364,4,26,6 Suits,Astrid,Shos,Skullbriar,wortel
127299,5,0,No Variant,Astrid,Palomaris,Shos,Skullbriar,wortel
125547,3,24,Dual-Color (5 Suits),Palomaris,Shos,wortel
125527,3,23,Dual-Color (5 Suits),Palomaris,Shos,wortel
124430,5,0,Ambiguous (6 Suits),Gazilli,Palomaris,Shos,Thomas1234,wortel
124375,5,0,Ambiguous (6 Suits),Gazilli,Palomaris,Shos,Thomas1234,wortel
124334,5,0,Ambiguous (6 Suits),Gazilli,Palomaris,Shos,Thomas1234,wortel
121811,3,19,White (4 Suits),Astrid,Shos,wortel
121803,3,0,White (4 Suits),Astrid,Shos,wortel
121799,3,0,White (4 Suits),Astrid,Shos,wortel
121798,3,0,White (4 Suits),Astrid,Shos,wortel
121773,4,21,Black & White (5 Suits),Astrid,Palomaris,Shos,wortel
120508,3,18,Ambiguous (4 Suits),Palomaris,Shos,wortel
120484,3,18,Ambiguous (4 Suits),Palomaris,Shos,wortel
120463,3,0,Ambiguous (4 Suits),Palomaris,Shos,wortel
120451,3,0,Ambiguous (4 Suits),Palomaris,Shos,wortel
120442,3,19,Ambiguous (4 Suits),Palomaris,Shos,wortel
120426,3,18,Ambiguous (4 Suits),Palomaris,Shos,wortel
117646,4,29,Ambiguous (6 Suits),Gazilli,Palomar,Shos,wortel
117588,4,0,Ambiguous (6 Suits),Gazilli,Palomar,Shos,wortel
117531,4,22,Ambiguous (6 Suits),Gazilli,Palomar,Shos,wortel
117473,3,19,Ambiguous (4 Suits),Palomar,Shos,wortel
117428,3,18,Ambiguous (4 Suits),Palomar,Shos,wortel
117408,4,0,White (5 Suits),Astrid,Palomar,Shos,wortel
117399,4,24,White (5 Suits),Astrid,Palomar,Shos,wortel
117373,4,22,White (5 Suits),Astrid,Palomar,Shos,wortel
114622,3,20,Rainbow & White (4 Suits),Gazilli,Shos,wortel
114568,3,19,Rainbow & White (4 Suits),Gazilli,Shos,wortel
114515,3,18,Rainbow & White (4 Suits),Gazilli,Shos,wortel
114479,3,17,Rainbow & White (4 Suits),Gazilli,Shos,wortel
114455,3,20,White (4 Suits),Gazilli,Shos,wortel
114449,3,0,White (4 Suits),Gazilli,Shos,wortel
114259,3,20,4 Suits,Palomar,Shos,wortel
114205,3,16,4 Suits,Palomar,Shos,wortel
114153,4,0,No Variant,Icebear,Palomar,Shos,wortel
111396,5,20,No Variant,Animex52,GunPetal,MarkusKahlsen,smallman,wortel
111383,4,21,No Variant,GunPetal,mickroc,smallman,wortel
110031,4,20,White (5 Suits),Gazilli,Palomar,Shos,wortel
110001,4,0,White (5 Suits),Gazilli,Palomar,Shos,wortel
109987,4,0,White (5 Suits),Gazilli,Palomar,Shos,wortel
109978,4,25,No Variant,Gazilli,Palomar,Shos,wortel
109964,5,23,No Variant,Gazilli,Palomar,Ruud,Shos,wortel
109957,5,0,No Variant,Gazilli,Palomar,Ruud,Shos,wortel
109925,5,22,No Variant,Gazilli,Palomar,Ruud,Shos,wortel
109278,4,23,No Variant,Gazilli,Palomar,Shos,wortel
109191,4,0,No Variant,Gazilli,Palomar,Shos,wortel
109104,4,23,No Variant,Gazilli,Palomar,Shos,wortel
109055,4,0,No Variant,Gazilli,Palomar,Shos,wortel
108624,4,0,No Variant,Palomar,Ruud,Shos,wortel
108609,4,24,No Variant,Palomar,Shos,Thomas1234,wortel
108595,4,0,No Variant,Palomar,Shos,Thomas1234,wortel
94232,3,30,White & Dark Rainbow (6 Suits),Dr_Kakashi,IAMJEFF,wortel
94225,3,25,Pink & Dark Rainbow (5 Suits),Dr_Kakashi,IAMJEFF,wortel
94223,4,28,Black & Pink (6 Suits),Dr_Kakashi,IAMJEFF,NoMercy,wortel
94220,4,0,Black & Pink (6 Suits),Dr_Kakashi,IAMJEFF,NoMercy,wortel
94218,4,0,Black & Pink (6 Suits),Dr_Kakashi,IAMJEFF,NoMercy,wortel
86167,3,23,Gray (5 Suits),duckmammal,Fey,wortel
84395,6,23,No Variant,DoubleDown11,Manco,mathisje,micerang,wallerun,wortel
82731,4,0,Black & Dark Rainbow (6 Suits),Dr_Kakashi,Floriman,Jake_Stiles,wortel
82726,4,25,Brown (5 Suits),Dr_Kakashi,Floriman,IAMJEFF,wortel
82725,4,0,Brown (5 Suits),Dr_Kakashi,Floriman,IAMJEFF,wortel
82575,4,23,White (5 Suits),asaelr,kealariser,Shos,wortel
82512,3,0,White (5 Suits),DoubleDown11,Shos,wortel
80226,4,25,No Variant,asaelr,Fey,honzas,wortel
80225,4,25,No Variant,asaelr,Fey,honzas,wortel
80194,4,28,Up or Down (6 Suits),Feer,MasN,micerang,wortel
80192,3,0,Up or Down (6 Suits),MasN,micerang,wortel
80191,3,26,Up or Down (6 Suits),MasN,micerang,wortel
80185,5,27,Ambiguous (6 Suits),DoubleDown11,MasN,micerang,scharkbite,wortel
80183,4,0,Pink (6 Suits),DoubleDown11,MasN,scharkbite,wortel
78217,4,23,White (5 Suits),DoubleDown11,Nitrate,Shos,wortel
78216,5,0,White (6 Suits),DoubleDown11,Kyle,Nitrate,Shos,wortel
78165,3,0,Rainbow & White (5 Suits),duckmammal,MasN,wortel
78164,4,25,White (5 Suits),duckmammal,MasN,padi,wortel
77436,4,23,White (5 Suits),DoubleDown11,Feer,hanabornoob,wortel
77435,3,18,White (4 Suits),DoubleDown11,hanabornoob,wortel
77434,3,25,No Variant,DoubleDown11,hanabornoob,wortel
77433,3,25,No Variant,DoubleDown11,hanabornoob,wortel
77358,6,24,Rainbow (6 Suits),duckmammal,micerang,Nitrate,scharkbite,Shos,wortel
77357,6,0,Rainbow (6 Suits),duckmammal,micerang,Nitrate,scharkbite,Shos,wortel
77354,5,0,Rainbow (6 Suits),asaelr,duckmammal,Nitrate,scharkbite,wortel
77353,4,25,No Variant,asaelr,duckmammal,scharkbite,wortel
77338,3,25,No Variant,aladdin3,Shos,wortel
77333,4,22,No Variant,aladdin3,Nitrate,Shos,wortel
77230,3,30,Dual-Color (6 Suits),duckmammal,scharkbite,wortel
77227,3,0,Dual-Color (6 Suits),duckmammal,scharkbite,wortel
77102,4,25,White (5 Suits),duckmammal,Floriman,Livia,wortel
77095,4,22,White (5 Suits),duckmammal,Floriman,Livia,wortel
77086,4,25,No Variant,duckmammal,Floriman,Livia,wortel
76679,3,14,3 Suits,asaelr,Floriman,wortel
76678,2,0,No Variant,asaelr,wortel
76485,5,0,No Variant,Fireheart,Floriman,Libster,Shos,wortel
76483,4,25,No Variant,Fireheart,Floriman,Shos,wortel
76481,4,28,Rainbow (6 Suits),Floriman,Shos,TimeHoodie,wortel
76232,5,28,Pink (6 Suits),Floriman,Kyle,scharkbite,Shos,wortel
76231,5,0,Pink & White (5 Suits),Floriman,scharkbite,Shos,Valetta6789,wortel
76230,5,0,Pink & White (5 Suits),Floriman,scharkbite,Shos,Valetta6789,wortel
76227,3,30,Pink & Brown (6 Suits),Floriman,scharkbite,wortel
75962,4,25,Light Pink (5 Suits),asaelr,Floriman,Libster,wortel
75960,4,0,Light Pink (6 Suits),asaelr,Floriman,scharkbite,wortel
75959,3,29,Light Pink (6 Suits),Floriman,scharkbite,wortel
75727,4,25,Ambiguous & White (5 Suits),Kyle,micerang,Shos,wortel
75726,3,0,Ambiguous (4 Suits),micerang,Shos,wortel
75725,3,0,Ambiguous (4 Suits),micerang,Shos,wortel
75724,4,0,Ambiguous & White (5 Suits),Kyle,micerang,Shos,wortel
75723,4,0,Ambiguous & White (5 Suits),Kyle,micerang,Shos,wortel
75722,4,0,Dual-Color (6 Suits),asaelr,Kyle,Shos,wortel
75721,4,25,Black (5 Suits),asaelr,Kyle,Shos,wortel
75611,5,30,Rainbow (6 Suits),Fireheart,Hyakinthus,Livia,Shos,wortel
75607,4,27,Dual-Color Mix,Fireheart,Floriman,Hyakinthus,wortel
75605,4,0,Dual-Color Mix,Fireheart,Floriman,Hyakinthus,wortel
75603,4,0,Dual-Color Mix,Fireheart,Floriman,Hyakinthus,wortel
75535,3,19,White (4 Suits),kodomazer,Shos,wortel
75531,3,17,White (4 Suits),kodomazer,Shos,wortel
75528,3,17,White (4 Suits),kodomazer,Shos,wortel
75524,5,25,White (5 Suits),Floriman,Kyle,Shos,Sucubis,wortel
75522,4,0,White (5 Suits),Kyle,Shos,Sucubis,wortel
75521,3,0,Up or Down (5 Suits),Kyle,Sucubis,wortel
75401,4,30,Ambiguous Mix,Fireheart,scharkbite,Valetta6789,wortel
