573198,2,22,Special Mix (6 Suits),newduke,scharkbite
573186,2,0,Special Mix (6 Suits),newduke,scharkbite
573172,2,23,Special Mix (6 Suits),newduke,scharkbite
573159,2,0,Special Mix (6 Suits),newduke,scharkbite
573151,2,0,Special Mix (6 Suits),newduke,scharkbite
573140,2,30,Pink (6 Suits),newduke,scharkbite
573134,2,27,Pink (6 Suits),newduke,scharkbite
567847,4,25,Rainbow-Ones (5 Suits),HelanaAshryvr,kimbifille,newduke,tulioz
567485,4,0,Clue Starved & Brown (5 Suits),dramos,indego,newduke,sin_faith
567461,4,23,Omni & Light Pink (5 Suits),IsabeltheCat,newduke,rahsosprout,xor
567442,4,0,Omni & Light Pink (5 Suits),IsabeltheCat,newduke,rahsosprout,xor
567432,4,0,Omni & Light Pink (5 Suits),IsabeltheCat,newduke,rahsosprout,xor
567027,3,0,Pink & Light Pink (6 Suits),griff77,MalachiteMoa,newduke
567002,3,25,White-Ones & Brown (5 Suits),griff77,MalachiteMoa,newduke
566989,3,0,White-Ones & Brown (5 Suits),griff77,MalachiteMoa,newduke
566982,3,22,White-Ones & Brown (5 Suits),griff77,MalachiteMoa,newduke
566642,3,30,Gray Reversed (6 Suits),dramos,newduke,rahsosprout
566629,3,0,Gray Reversed (6 Suits),dramos,newduke,rahsosprout
566623,3,0,Gray Reversed (6 Suits),dramos,newduke,rahsosprout
566611,3,0,Gray Reversed (6 Suits),dramos,newduke,rahsosprout
566586,3,24,White Reversed (5 Suits),dramos,newduke,rahsosprout
566530,3,18,Rainbow (4 Suits),Bot-Fiora,newduke,OnlyChobo
566516,3,18,Rainbow (4 Suits),Bot-Fiora,newduke,OnlyChobo
566501,3,0,Rainbow (4 Suits),Bot-Fiora,newduke,OnlyChobo
566473,3,0,Up or Down & Omni (5 Suits),kevincaseytdk1,kopen,newduke
566461,3,0,Up or Down & Omni (5 Suits),kevincaseytdk1,kopen,newduke
566459,3,24,Up or Down & Omni (5 Suits),kevincaseytdk1,kopen,newduke
566445,4,14,Omni (3 Suits),Fafrd,IsabeltheCat,kopen,newduke
566437,4,14,Omni (3 Suits),Fafrd,IsabeltheCat,kopen,newduke
566430,4,0,Omni (3 Suits),Fafrd,IsabeltheCat,kopen,newduke
566422,2,20,Light Pink (4 Suits),IsabeltheCat,newduke
566414,4,0,3 Suits,IsabeltheCat,jatloe,newduke,OnlyChobo
566408,4,14,3 Suits,IsabeltheCat,jatloe,newduke,OnlyChobo
566400,4,0,3 Suits,IsabeltheCat,jatloe,newduke,OnlyChobo
566382,4,25,Up or Down & White (5 Suits),dramos,kevincaseytdk1,mestrepoke,newduke
566361,4,0,Up or Down & White (5 Suits),dramos,kevincaseytdk1,mestrepoke,newduke
566317,2,15,Omni (3 Suits),DarthGandalf,newduke
566310,2,0,Omni (3 Suits),DarthGandalf,newduke
566302,2,14,Omni (3 Suits),DarthGandalf,newduke
566293,2,0,Omni (3 Suits),DarthGandalf,newduke
566285,2,12,Omni (3 Suits),DarthGandalf,newduke
566276,2,0,Omni (3 Suits),DarthGandalf,newduke
566274,2,0,Omni (3 Suits),DarthGandalf,newduke
566265,2,25,Brown (5 Suits),bjnh,newduke
566255,2,0,Brown (5 Suits),bjnh,newduke
566253,2,0,Brown (5 Suits),bjnh,newduke
566244,2,25,White (5 Suits),bjnh,newduke
566238,2,0,White (5 Suits),bjnh,newduke
566235,2,0,White (5 Suits),bjnh,newduke
566231,2,0,White (5 Suits),bjnh,newduke
565926,3,14,Omni (3 Suits),4head,newduke,rahsosprout
565920,4,0,Omni (3 Suits),4head,dramos,newduke,rahsosprout
565913,5,13,3 Suits,4head,dobi,Fafrd,newduke,rahsosprout
565895,5,13,3 Suits,4head,dobi,Fafrd,newduke,rahsosprout
565880,5,0,3 Suits,4head,dobi,Fafrd,newduke,rahsosprout
565864,5,0,Dark Pink & Dark Omni (6 Suits),4head,Fafrd,louietyj,newduke,rahsosprout
565787,5,0,Up or Down & White (5 Suits),dramos,griff77,mestrepoke,newduke,Nitrate
565739,4,25,Rainbow & Dark Prism (6 Suits),griff77,newduke,Nitrate,OnlyChobo
565688,3,0,Up or Down & Rainbow (5 Suits),dramos,Fafrd,newduke
565672,3,25,Up or Down & Omni (5 Suits),dobi,eliclax,newduke
565645,3,24,Up or Down (5 Suits),BlueNovember,Fafrd,newduke
565575,3,0,White & Prism (6 Suits),Fafrd,newduke,OnlyChobo
565529,4,0,White & Prism (5 Suits),ADrone,dobi,newduke,OnlyChobo
565457,4,0,No Variant,bjnh,kclee2172,newduke,rahsosprout
565336,4,22,Rainbow & Dark Brown (5 Suits),indego,Kyle,mystus,newduke
565308,4,0,Rainbow & Dark Brown (5 Suits),indego,Kyle,mystus,newduke
565295,2,20,Brown (4 Suits),indego,newduke
565267,2,19,Brown (4 Suits),indego,newduke
565246,2,19,Brown (4 Suits),indego,newduke
565223,2,19,Brown (4 Suits),indego,newduke
565211,2,0,Brown (4 Suits),indego,newduke
565194,2,0,Clue Starved & Pink (6 Suits),Kyle,newduke
564882,2,0,Brown (4 Suits),indego,newduke
564874,2,0,Brown (4 Suits),indego,newduke
564869,2,0,Brown (4 Suits),indego,newduke
564859,2,15,Null (3 Suits),dobi,newduke
564084,3,0,Up or Down & Light Pink (6 Suits),newduke,possum,rahsosprout
564074,3,0,Up or Down & Light Pink (6 Suits),newduke,possum,rahsosprout
564058,3,27,Up or Down & Light Pink (6 Suits),eliclax,newduke,possum
564046,2,15,Pink (3 Suits),bjnh,newduke
563869,4,29,Black (6 Suits),eliclax,Fafrd,griff77,newduke
563738,4,27,Black (6 Suits),eliclax,Fafrd,griff77,newduke
563682,2,14,Omni (3 Suits),IsabeltheCat,newduke
563673,2,0,Omni (3 Suits),IsabeltheCat,newduke
563661,2,0,Omni (3 Suits),IsabeltheCat,newduke
563649,2,0,Omni (3 Suits),IsabeltheCat,newduke
563640,2,0,Omni (3 Suits),IsabeltheCat,newduke
563634,2,0,Omni (3 Suits),IsabeltheCat,newduke
563629,2,14,Omni (3 Suits),IsabeltheCat,newduke
563615,2,13,Omni (3 Suits),IsabeltheCat,newduke
563568,4,25,No Variant,jaypeg,kevincaseytdk1,newduke,tacobot5000
563556,4,0,No Variant,jaypeg,kevincaseytdk1,newduke,tacobot5000
563417,4,0,No Variant,caña,newduke,socerman,tacobot5000
563344,4,22,Black (6 Suits),Andrewglxy,miss_shifu12,newduke,rapha
563189,3,24,Up or Down & Omni (5 Suits),HelanaAshryvr,MangoPie,newduke
563148,3,0,Up or Down & Omni (5 Suits),HelanaAshryvr,MangoPie,newduke
563064,3,23,Alternating Clues & Brown (5 Suits),macanek,MangoPie,newduke
562996,2,23,Alternating Clues & Brown (5 Suits),macanek,newduke
562952,3,25,Alternating Clues (5 Suits),Kyle,macanek,newduke
562904,3,28,Black & Dark Rainbow (6 Suits),Kyle,newduke,Wittvector
562862,3,0,Black & Dark Rainbow (6 Suits),Kyle,newduke,Wittvector
562849,3,0,Black & Dark Rainbow (6 Suits),Kyle,newduke,Wittvector
562830,2,14,Null (3 Suits),newduke,Wittvector
562404,3,27,Dark Prism Reversed (6 Suits),eliclax,newduke,possum
562398,3,0,Dark Prism Reversed (6 Suits),eliclax,newduke,possum
562395,3,0,Dark Prism Reversed (6 Suits),eliclax,newduke,possum
562389,3,0,Dark Prism Reversed (6 Suits),eliclax,newduke,possum
562387,3,25,Rainbow Reversed (5 Suits),eliclax,newduke,possum
562378,5,0,Black (5 Suits),dobi,micerang,newduke,possum,xor
562376,4,0,Rainbow & White (5 Suits),micerang,newduke,possum,xor
562373,5,0,Black (5 Suits),micerang,newduke,possum,tulioz,xor
562098,5,0,Rainbow & Prism (6 Suits),griff77,mystus,newduke,socerman,tacobot5000
562090,5,0,Rainbow & Prism (6 Suits),griff77,mystus,newduke,socerman,tacobot5000
562060,4,25,No Variant,BlueNovember,Doge,newduke,SpaceAnemone
562039,5,24,No Variant,bjnh,BlueNovember,DarthGandalf,newduke,SpaceAnemone
561887,2,0,Up or Down & Pink (5 Suits),Lanvin,newduke
561534,4,0,Brown & Prism (6 Suits),griff77,jaypeg,newduke,Nitrate
561479,5,12,3 Suits,griff77,jatloe,jaypeg,newduke,Nitrate
561231,2,23,Alternating Clues (5 Suits),newduke,rahsosprout
561221,2,0,Alternating Clues (5 Suits),newduke,rahsosprout
561216,2,0,Alternating Clues (5 Suits),newduke,rahsosprout
561210,2,27,Cocoa Rainbow (6 Suits),newduke,rahsosprout
561207,2,0,Cocoa Rainbow (6 Suits),newduke,rahsosprout
561187,5,16,White & Omni (4 Suits),Bot-Fiora,griff77,newduke,possum,rahsosprout
561169,5,0,White & Omni (4 Suits),Bot-Fiora,griff77,newduke,possum,rahsosprout
560798,3,0,White-Fives & Pink (3 Suits),Lanvin,MangoPie,newduke
560794,3,13,White-Fives & Pink (3 Suits),Lanvin,MangoPie,newduke
560748,3,23,Rainbow & Gray Pink (5 Suits),Lanvin,MangoPie,newduke
560714,3,18,Rainbow & Cocoa Rainbow (5 Suits),Lanvin,newduke,wump
560668,5,0,Omni & Muddy Rainbow (6 Suits),asaelr,Kyle,Lanvin,mystus,newduke
560631,5,0,Omni & Muddy Rainbow (6 Suits),asaelr,Kyle,Lanvin,mystus,newduke
560590,3,0,Dark Omni (6 Suits),dobi,macanek,newduke
560577,3,29,Dark Omni (6 Suits),dobi,macanek,newduke
560324,3,25,Black & Null (5 Suits),ChristopheAF,newduke,TheDaniMan
560319,3,0,Black & Null (5 Suits),ChristopheAF,newduke,TheDaniMan
560313,3,0,Black & Null (5 Suits),ChristopheAF,newduke,TheDaniMan
560307,3,0,Black & Null (5 Suits),ChristopheAF,newduke,TheDaniMan
560304,3,0,Black & Null (5 Suits),ChristopheAF,newduke,TheDaniMan
559908,4,15,Reversed (3 Suits),kopen,macanek,mystus,newduke
559897,4,0,Reversed (3 Suits),kopen,macanek,mystus,newduke
559882,4,0,Reversed (3 Suits),Lanvin,macanek,mystus,newduke
559871,2,25,Omni-Ones (5 Suits),mystus,newduke
559511,4,30,Dark Prism (6 Suits),bjnh,MalachiteMoa,MangoPie,newduke
559467,4,0,Dark Prism (6 Suits),bjnh,MalachiteMoa,MangoPie,newduke
559447,4,29,Dark Prism (6 Suits),bjnh,MalachiteMoa,MangoPie,newduke
559406,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559404,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559402,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559400,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559398,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559397,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559396,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559395,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559394,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559392,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559391,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559389,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559388,6,0,6 Suits,ADrone,florrat2,Libster,newduke,pianoblook,RaKXeR
559136,4,0,White-Fives & Black (6 Suits),Lanvin,newduke,qqqq,Wittvector
559132,4,0,Black & Dark Prism (6 Suits),Lanvin,newduke,qqqq,Wittvector
559127,3,0,Black & Gray (6 Suits),Lanvin,newduke,Wittvector
559089,3,0,Rainbow (4 Suits),newduke,OnlyChobo,plop-plop
559074,3,0,Clue Starved (6 Suits),Fey,newduke,qqqq
559066,3,0,Clue Starved (6 Suits),Fey,newduke,qqqq
559057,3,0,Clue Starved (6 Suits),Fey,newduke,qqqq
559053,3,0,Clue Starved (6 Suits),Fey,newduke,qqqq
559049,3,0,Clue Starved (6 Suits),Fey,newduke,qqqq
558803,5,0,Ambiguous & Muddy Rainbow (5 Suits),bjnh,BlueNovember,kevincaseytdk1,newduke,Nitrate
558794,5,0,Ambiguous & Muddy Rainbow (5 Suits),bjnh,BlueNovember,kevincaseytdk1,newduke,Nitrate
558784,5,0,Dark Rainbow (5 Suits),bjnh,BlueNovember,kevincaseytdk1,newduke,Nitrate
558766,2,30,Dark Rainbow (6 Suits),newduke,rahsosprout
558754,2,0,Dark Rainbow (6 Suits),newduke,rahsosprout
558748,2,0,Dark Rainbow (6 Suits),newduke,rahsosprout
558604,4,21,Alternating Clues & Gray Pink (5 Suits),jeff10,Kyle,MangoPie,newduke
558548,3,0,Black & Prism (6 Suits),jeff10,Kyle,newduke
558507,2,25,Up or Down (5 Suits),Kyle,newduke
558491,2,0,Up or Down (5 Suits),Kyle,newduke
558478,2,15,Rainbow-Ones (3 Suits),Kyle,newduke
558457,4,0,Rainbow-Ones (3 Suits),caña,jatloe,newduke,Nitrate
558445,4,14,Rainbow-Ones (3 Suits),caña,jatloe,newduke,Nitrate
558421,2,25,Pink (5 Suits),newduke,Nitrate
558393,2,0,Pink (5 Suits),newduke,Nitrate
558380,2,0,Pink (5 Suits),newduke,Nitrate
558370,3,0,Dark Rainbow (5 Suits),bjnh,newduke,Nitrate
558358,3,23,Dark Rainbow (5 Suits),bjnh,newduke,Nitrate
558342,2,0,Pink (4 Suits),bjnh,newduke
558307,2,22,Rainbow-Ones (5 Suits),newduke,NumerateClutter
558262,3,0,Black & White (6 Suits),jatloe,newduke,NumerateClutter
558225,4,23,Rainbow (5 Suits),Andrewglxy,newduke,NumerateClutter,wump
557859,5,0,Black (5 Suits),bjnh,eliclax,newduke,rahsosprout,xor
557854,5,0,Black (5 Suits),bjnh,eliclax,newduke,rahsosprout,xor
557830,6,23,Black (5 Suits),bjnh,eliclax,Kyle,newduke,rahsosprout,scharkbite
557797,3,24,Cow & Pig (5 Suits),eliclax,newduke,scharkbite
557767,3,0,Cow & Pig (5 Suits),eliclax,newduke,scharkbite
557747,3,0,Cow & Pig (5 Suits),eliclax,newduke,scharkbite
557728,3,18,Cow & Pig (5 Suits),eliclax,newduke,scharkbite
557678,3,0,Special Mix (5 Suits),eliclax,newduke,scharkbite
557671,3,0,Special Mix (5 Suits),eliclax,newduke,scharkbite
557663,3,0,Special Mix (5 Suits),eliclax,newduke,scharkbite
557659,3,0,Special Mix (5 Suits),eliclax,newduke,scharkbite
557648,3,0,Special Mix (5 Suits),eliclax,newduke,scharkbite
557642,3,0,Special Mix (5 Suits),eliclax,newduke,scharkbite
557629,4,24,Rainbow & Omni (5 Suits),ChristopheAF,dobi,kevincaseytdk1,newduke
557585,3,22,Special Mix (5 Suits),ChristopheAF,jack67889,newduke
557556,3,0,Special Mix (5 Suits),ChristopheAF,jack67889,newduke
557520,3,30,Pink & Omni (6 Suits),jack67889,MarkusKahlsen,newduke
557465,3,0,Pink & Omni (6 Suits),jack67889,MarkusKahlsen,newduke
557452,4,25,Rainbow & Light Pink (5 Suits),jack67889,just_a_dick,MarkusKahlsen,newduke
557423,4,0,Pink & Dark Rainbow (5 Suits),crossproduct,mystus,newduke,Nitrate
557381,3,20,Pink & Dark Rainbow (5 Suits),crossproduct,macanek,newduke
557313,3,0,Pink & Dark Rainbow (5 Suits),crossproduct,macanek,newduke
557281,4,22,White & Dark Pink (5 Suits),Kyle,macanek,newduke,pianoblook
556755,6,23,Rainbow & White (5 Suits),bjnh,eliclax,IsabeltheCat,newduke,qqqq,xor
556725,3,30,Up or Down & Omni (6 Suits),dobi,IsabeltheCat,newduke
556711,3,0,Up or Down & Omni (6 Suits),dobi,IsabeltheCat,newduke
556698,3,0,Up or Down & Omni (6 Suits),dobi,IsabeltheCat,newduke
556686,2,15,Brown (3 Suits),IsabeltheCat,newduke
556666,2,0,Brown (3 Suits),IsabeltheCat,newduke
556660,2,0,Brown (3 Suits),IsabeltheCat,newduke
556655,2,0,Brown (3 Suits),IsabeltheCat,newduke
556333,4,25,Black & Dark Rainbow (6 Suits),jack67889,newduke,nkkarpov,Wittvector
556313,4,0,Black & Dark Rainbow (6 Suits),jack67889,newduke,nkkarpov,Wittvector
556303,3,0,Black & Dark Rainbow (6 Suits),newduke,nkkarpov,Wittvector
556295,3,0,Black & Dark Rainbow (6 Suits),newduke,nkkarpov,Wittvector
556269,4,0,White & Prism (3 Suits),bjnh,Lanvin,newduke,Wittvector
556000,5,0,Up or Down & Omni (5 Suits),Fey,Kernel,Kyle,newduke,Wittvector
555994,5,0,Up or Down & Omni (5 Suits),Fey,Kernel,Kyle,newduke,Wittvector
555973,5,20,Up or Down & Omni (5 Suits),Fey,Kernel,Kyle,newduke,Wittvector
555929,5,0,Up or Down & Omni (5 Suits),Fey,Kernel,Kyle,newduke,Wittvector
555915,3,0,Up or Down & Omni (6 Suits),Fey,newduke,Wittvector
555905,3,0,Up or Down & Omni (6 Suits),Fey,newduke,Wittvector
555898,3,0,Light Pink & Prism (5 Suits),just_a_dick,newduke,Wittvector
555634,4,0,Up or Down & Omni (6 Suits),dobi,indego,Lel0uch,newduke
555627,4,0,Up or Down & Omni (6 Suits),dobi,indego,Lel0uch,newduke
555624,4,0,Up or Down & Omni (6 Suits),dobi,indego,Lel0uch,newduke
555620,4,0,Up or Down & Omni (6 Suits),dobi,indego,Lel0uch,newduke
555614,2,25,Pink & Dark Rainbow (5 Suits),indego,newduke
555604,2,15,White (3 Suits),indego,newduke
555591,3,25,Light Pink (5 Suits),indego,newduke,TheDaniMan
555487,3,23,No Variant,newduke,OnlyChobo,qqqq
555474,2,17,No Variant,newduke,OnlyChobo
555453,2,21,No Variant,jatloe,newduke
555435,2,0,No Variant,jatloe,newduke
555424,2,0,No Variant,jatloe,newduke
555416,2,0,No Variant,jatloe,newduke
555407,2,0,No Variant,jatloe,newduke
555401,2,24,No Variant,jatloe,newduke
555396,4,25,No Variant,florrat2,jatloe,newduke,wolfpack
555393,4,0,No Variant,florrat2,jatloe,newduke,wolfpack
555392,4,0,No Variant,florrat2,jatloe,newduke,wolfpack
555391,4,0,No Variant,florrat2,jatloe,newduke,wolfpack
555389,4,0,No Variant,florrat2,jatloe,newduke,wolfpack
555381,2,20,Rainbow (4 Suits),newduke,OnlyChobo
555276,3,0,Black & Dark Pink (6 Suits),ChristopheAF,newduke,Wittvector
555271,3,0,Black & Dark Pink (6 Suits),ChristopheAF,newduke,Wittvector
555262,3,0,Black & Dark Pink (6 Suits),ChristopheAF,newduke,Wittvector
555229,3,0,Dark Rainbow (6 Suits),jeff10,newduke,Nitrate
555213,3,0,Dark Rainbow (6 Suits),jeff10,newduke,Nitrate
555204,3,0,Dark Rainbow (6 Suits),jeff10,newduke,Nitrate
555191,3,29,Dark Rainbow (6 Suits),jeff10,newduke,Nitrate
555150,3,0,Dark Rainbow (6 Suits),jeff10,newduke,Nitrate
555095,3,26,Dark Rainbow (6 Suits),jeff10,newduke,Nitrate
554949,3,25,No Variant,hanablebee,newduke,tacobot5000
554885,2,30,Rainbow (6 Suits),jatloe,newduke
554833,2,0,Rainbow (6 Suits),jatloe,newduke
554658,3,15,Prism (3 Suits),caña,newduke,rahsosprout
554654,3,0,Prism (3 Suits),caña,newduke,rahsosprout
554648,3,0,Dark Omni (6 Suits),macanek,newduke,rahsosprout
553474,4,0,Up or Down & Omni (5 Suits),MangoPie,newduke,TheDaniMan,Wittvector
553467,4,25,Pink & Muddy Rainbow (5 Suits),dobi,newduke,TheDaniMan,Wittvector
553400,3,27,Rainbow & Light Pink (6 Suits),crossproduct,griff77,newduke
553379,4,0,Throw It in a Hole & Pink (4 Suits),griff77,Lanvin,MalachiteMoa,newduke
553298,3,30,Black & Brown (6 Suits),Durandal,newduke,Nitrate
553286,3,0,Black & Brown (6 Suits),Durandal,newduke,Nitrate
553262,3,0,Black & Brown (6 Suits),Durandal,newduke,Nitrate
551471,3,0,Black & Muddy Rainbow (6 Suits),asaelr,newduke,scharkbite
551435,3,29,Black & Muddy Rainbow (6 Suits),asaelr,newduke,scharkbite
551405,3,0,Black & Muddy Rainbow (6 Suits),asaelr,newduke,scharkbite
551394,3,0,Black & Muddy Rainbow (6 Suits),asaelr,newduke,scharkbite
551373,3,29,Black & Muddy Rainbow (6 Suits),asaelr,newduke,scharkbite
551237,2,0,Dark Prism (6 Suits),newduke,rachyrules
551210,2,0,Dark Prism (6 Suits),newduke,rachyrules
551179,3,24,Dark Null (6 Suits),griff77,newduke,scharkbite
551151,3,28,Dark Null (6 Suits),griff77,newduke,scharkbite
551127,3,0,Dark Null (6 Suits),griff77,newduke,scharkbite
