3 Suits,2,1,1,2,1
3 Suits,4,1,1,11,1
4 Suits,2,2,1,4,1
4 Suits,3,7,1,1,1
4 Suits,4,1,1,1,1
4 Suits,5,11,1,3,1
6 Suits,2,5,1,6,1
6 Suits,3,9,1,12,1
6 Suits,4,4,1,3,1
6 Suits,5,1,1,2,1
6 Suits,6,7,1,3,1
Ambiguous & Dual-Color,3,1,1,3,1
Ambiguous (6 Suits),5,4,1,2,1
Black & Brown (5 Suits),3,5,1,1,1
Black & Brown (5 Suits),4,8,1,9,1
Black & Brown (6 Suits),4,2,1,4,1
Black & Light Pink (5 Suits),3,2,1,5,1
Black & Light Pink (5 Suits),4,14,1,6,1
Black & Muddy Rainbow (5 Suits),3,4,1,1,1
Black & Omni (5 Suits),3,2,1,1,1
Black & Omni (6 Suits),4,5,1,2,1
Black & Pink (5 Suits),3,1,1,2,1
Black & Pink (5 Suits),4,6,1,8,1
Black & Prism (5 Suits),3,3,1,1,1
Black & Prism (6 Suits),3,2,1,5,1
Black & Rainbow (5 Suits),3,7,1,8,1
Black & Rainbow (6 Suits),2,1,1,4,1
Black & Rainbow (6 Suits),4,6,1,3,1
Black & White (5 Suits),2,1,1,2,1
Black & White (5 Suits),4,9,1,5,1
Black & White (6 Suits),4,4,1,10,1
Black (5 Suits),2,1,1,6,1
Black (5 Suits),3,5,1,21,1
Black (5 Suits),4,5,1,17,1
Black (6 Suits),2,2,1,24,1
Black (6 Suits),3,1,1,7,1
Black (6 Suits),4,14,1,20,1
Black (6 Suits),5,11,1,29,1
Brown & Light Pink (5 Suits),4,1,1,3,1
Brown & Light Pink (6 Suits),3,2,1,2,1
Brown & Light Pink (6 Suits),4,1,1,1,1
Brown (3 Suits),3,5,1,1,1
Brown (4 Suits),3,1,1,4,1
Brown (4 Suits),4,1,1,9,1
Brown (4 Suits),5,1,1,4,1
Brown (5 Suits),2,2,1,6,1
Brown (5 Suits),3,4,1,7,1
Brown (5 Suits),4,1,1,6,1
Brown (5 Suits),5,1,1,5,1
Brown (5 Suits),6,2,1,4,1
Brown (6 Suits),3,3,1,1,1
Brown (6 Suits),5,7,1,4,1
Brown (6 Suits),6,2,1,1,1
Clue Starved & Brown (5 Suits),4,1,1,4,1
Clue Starved (5 Suits),3,1,1,6,1
Clue Starved (5 Suits),6,5,1,1,1
Cocoa Rainbow (6 Suits),4,12,1,1,1
Dark Brown (5 Suits),3,7,1,4,1
Dark Brown (5 Suits),4,6,1,4,1
Dark Brown (6 Suits),3,1,1,4,1
Dark Omni (5 Suits),3,6,1,5,1
Dark Omni (5 Suits),4,1,1,6,1
Dark Omni (6 Suits),3,1,1,5,1
Dark Pink (5 Suits),3,3,1,1,1
Dark Prism (5 Suits),4,5,1,2,1
Dark Prism (6 Suits),3,4,1,8,1
Dark Prism (6 Suits),4,3,1,1,1
Dark Rainbow (5 Suits),3,8,1,10,1
Dark Rainbow (5 Suits),4,2,1,4,1
Dark Rainbow (6 Suits),3,1,1,1,1
Dark Rainbow (6 Suits),5,3,1,3,1
Dual-Color & Null (6 Suits),3,1,1,2,1
Dual-Color & Pink (6 Suits),4,2,1,3,1
Dual-Color & Rainbow (6 Suits),3,1,1,2,1
Dual-Color (5 Suits),3,4,1,5,1
Dual-Color (5 Suits),4,3,1,3,1
Dual-Color (5 Suits),5,2,1,1,1
Dual-Color Mix,3,6,1,2,1
Gray (5 Suits),2,3,1,1,1
Gray (5 Suits),3,18,1,16,1
Gray (5 Suits),4,4,1,4,1
Gray (5 Suits),5,10,1,8,1
Gray (6 Suits),3,9,1,3,1
Gray (6 Suits),4,7,1,21,1
Gray Pink (5 Suits),4,3,1,4,1
Gray Pink (6 Suits),3,6,1,4,1
Gray Pink (6 Suits),4,1,1,1,1
Light Pink & Prism (5 Suits),4,1,1,1,1
