Rainbow-Ones & Prism (6 Suits),4,2,1,2,1
Reversed (4 Suits),5,2,1,2,1
Special Mix (5 Suits),2,8,1,69,1
Special Mix (5 Suits),3,29,1,25,1
Throw It in a Hole (5 Suits),6,2,1,2,1
White & Dark Pink (6 Suits),5,2,1,2,1
White & Omni (3 Suits),2,4,1,4,1
White & Omni (6 Suits),4,1,1,1,1
White (3 Suits),2,1,1,2,1
White (3 Suits),4,1,1,1,1
White-Fives & Dark Brown (5 Suits),3,1,1,1,1
White-Ones & Brown (5 Suits),4,2,1,1,1
White-Ones & Omni (6 Suits),5,3,1,3,1
White-Ones & Prism (3 Suits),4,1,1,1,1
White-Ones & Rainbow (4 Suits),4,3,1,1,1
