ADrone,pianoblook,51,5,10.20
Aluap,antitelharsic,27,2,13.50
Amy2,wump,7,1,7.00
Amy2,Nitrate2,4,0,NA
anser,nukelauncher,65,4,16.25
anser,william65537,14,2,7.00
asaelr,scharkbite,24,3,8.00
avanderwalde,rkass,75,16,4.69
BlueNovember,Pantheia,42,2,21.00
BlueNovember,Crux,20,2,10.00
ChristopheAF,Lanvin,55,3,18.33
Dr_Kakashi,kimbifille,68,9,7.56
Dr_Kakashi,asaelr,12,2,6.00
Dr_Kakashi,Floriman,25,4,6.25
Dr_Kakashi,IAMJEFF,41,9,4.56
Dr_Kakashi,Kyle,26,2,13.00
Dr_Kakashi,Valetta6789,26,3,8.67
Dr_Kakashi,scharkbite,36,4,9.00
Dr_Kakashi,RaKXeR,14,1,14.00
Dr_Kakashi,micerang,40,6,6.67
Dr_Kakashi,Fireheart,20,0,NA
Dr_Kakashi,Livia,13,1,13.00
Durandal,HelanaAshryvr,3,1,3.00
Durandal,Lanvin,7,1,7.00
Durandal,squirrel1988,0,0,NA
emilyzhao,squidgetx,27,3,9.00
Fireheart,Valetta6789,97,21,4.62
Fireheart,Kyle,38,4,9.50
Fireheart,micerang,23,3,7.67
Fireheart,Zamiel,102,2,51.00
Fireheart,asaelr,34,4,8.50
Fireheart,Livia,53,7,7.57
Fireheart,scharkbite,58,3,19.33
Fireheart,IAMJEFF,117,11,10.64
Floriman,kimbifille,21,3,7.00
Floriman,Valetta6789,18,7,2.57
Floriman,asaelr,32,5,6.40
Floriman,Kyle,21,4,5.25
Floriman,florrat2,0,0,NA
Floriman,RaKXeR,13,0,NA
Floriman,scharkbite,22,3,7.33
florrat2,timotree,0,0,NA
florrat2,postmans,0,0,NA
florrat2,sankala,6,0,NA
HelanaAshryvr,Lanvin,21,1,21.00
HelanaAshryvr,squirrel1988,21,0,NA
IAMJEFF,kimbifille,3,1,3.00
IAMJEFF,asaelr,27,3,9.00
IAMJEFF,Zamiel,12,1,12.00
IAMJEFF,Valetta6789,48,8,6.00
IAMJEFF,scharkbite,35,5,7.00
indego,melwen,24,0,NA
Jake_Stiles,solarstar92,0,0,NA
kimbifille,pianoblook,51,12,4.25
kimbifille,piper,65,18,3.61
kimbifille,kooolant,25,1,25.00
Kyle,scharkbite,28,4,7.00
Kyle,asaelr,14,3,4.67
Kyle,Zamiel,45,4,11.25
Kyle,micerang,49,6,8.17
Kyle,TimeHoodie,7,1,7.00
Lanvin,VerySloppyTwo,39,6,6.50
Lanvin,Lel0uch,16,4,4.00
Lanvin,melwen,24,1,24.00
Lanvin,rz,25,4,6.25
Lanvin,indego,18,0,NA
Lanvin,Wittvector,29,2,14.50
Lanvin,MangoPie,38,6,6.33
Lanvin,squirrel1988,7,0,NA
Lel0uch,MarkusKahlsen,6,3,2.00
Lel0uch,melwen,46,10,4.60
Lel0uch,indego,27,2,13.50
Lel0uch,derekcheah,80,14,5.71
Lel0uch,squirrel1988,8,0,NA
Lel0uch,frosty104,15,2,7.50
Libster,sjdrodge,4,1,4.00
Libster,timotree,0,0,NA
Libster,Valetta6789,6,4,1.50
Libster,florrat2,28,4,7.00
Libster,RaKXeR,12,0,NA
Libster,sankala,6,0,NA
Libster,Zamiel,24,2,12.00
Libster,NoMercy,2,1,2.00
Libster,Razvogor,2,0,NA
Libster,frog-kun,0,0,NA
Libster,Razgovor,10,2,5.00
Libster,NotRaKXeR,0,0,NA
Livia,invarse,17,2,8.50
melwen,ntinta,10,1,10.00
melwen,squirrel1988,8,0,NA
melwen,scharkbite,34,1,34.00
melwen,sephiroth,32,0,NA
micerang,scharkbite,13,2,6.50
NoMercy,florrat2,2,0,NA
NoMercy,Zamiel,30,1,30.00
Pablo-,nitawa,54,8,6.75
pianoblook,piper,50,12,4.17
RaKXeR,florrat2,8,2,4.00
RaKXeR,Valetta6789,0,0,NA
RaKXeR,Zamiel,6,1,6.00
Razvogor,florrat2,1,0,NA
rz,wump,21,4,5.25
Syrah,mugsly,103,10,10.30
Syrah,scepheo,104,10,10.40
TheDaniMan,indego,33,1,33.00
TheDaniMan,doeo,49,5,9.80
TheDaniMan,lilyxy,38,7,5.43
TimeHoodie,kimbifille,20,3,6.67
TimeHoodie,melwen,35,3,11.67
Valetta6789,florrat2,0,0,NA
VerySloppyTwo,sephiroth,46,2,23.00
Zamiel,kimbifille,11,2,5.50
Zamiel,micerang,36,4,9.00
Zamiel,scharkbite,70,2,35.00
Zamiel,florrat2,38,2,19.00
Zamiel,sankala,0,0,NA
