variant,attempts,won
No Variant,4,1
Rainbow & Brown (5 Suits),1,1
White-Ones & Light Pink (5 Suits),1,1
Dark Rainbow (5 Suits),5,0
Special Mix (5 Suits),4,0
Pink (5 Suits),3,0
Rainbow & Light Pink (5 Suits),3,0
Brown (5 Suits),2,0
Black (5 Suits),2,0
Light Pink (5 Suits),2,0
Omni (5 Suits),2,0
Rainbow & White (5 Suits),2,0
Light-Pink-Ones & Brown (5 Suits),2,0
Throw It in a Hole (5 Suits),2,0
Clue Starved & Prism (5 Suits),2,0
Rainbow & Pink (5 Suits),1,0
Gray (5 Suits),1,0
Up or Down (5 Suits),1,0
Brown-Ones & Dark Rainbow (5 Suits),1,0
Gray Reversed (5 Suits),1,0
Dark Pink (5 Suits),1,0
Black & Brown (5 Suits),1,0
