variant,attempts,won
Dark Pink (5 Suits),8,1
Omni (5 Suits),4,1
Rainbow & Pink (5 Suits),4,1
No Variant,1,1
White-Fives & Rainbow (6 Suits),1,1
Rainbow & Prism (6 Suits),1,1
Light Pink (6 Suits),1,1
Rainbow & White (6 Suits),1,1
Black & Pink (6 Suits),1,1
White-Ones & Brown (6 Suits),1,1
Special Mix (5 Suits),9,0
Omni (6 Suits),5,0
Up or Down & Omni (6 Suits),4,0
Rainbow & Brown (5 Suits),3,0
Omni-Ones & Rainbow (5 Suits),2,0
Reversed (4 Suits),2,0
Up or Down & Prism (6 Suits),2,0
Muddy Rainbow (5 Suits),2,0
Rainbow & Brown (6 Suits),2,0
White & Light Pink (5 Suits),2,0
White (6 Suits),1,0
Light-Pink-Ones & Pink (5 Suits),1,0
Muddy-Rainbow-Ones (5 Suits),1,0
Muddy-Rainbow-Ones & Dark Brown (6 Suits),1,0
Rainbow & Null (5 Suits),1,0
Brown (5 Suits),1,0
Cocoa Rainbow (5 Suits),1,0
Brown-Ones & Gray Pink (5 Suits),1,0
Dark Rainbow (5 Suits),1,0
Cow & Pig (5 Suits),1,0
White-Ones & Rainbow (6 Suits),1,0
Black & Pink (5 Suits),1,0
Dark Omni (5 Suits),1,0
Rainbow & Light Pink (5 Suits),1,0
Black (6 Suits),1,0
Dark Null (5 Suits),1,0
Rainbow & Light Pink (4 Suits),1,0
Pink & Dark Omni (6 Suits),1,0
