variant,attempts,won
6 Suits,13,1
Black & Pink (6 Suits),13,1
Rainbow (6 Suits),7,1
Dark Null (6 Suits),7,1
Pink (6 Suits),5,1
Dual-Color (6 Suits),5,1
Brown (6 Suits),4,1
Light-Pink-Fives & Muddy Rainbow (6 Suits),4,1
Black (6 Suits),3,1
Brown & Gray (6 Suits),3,1
Dark Pink (6 Suits),2,1
Dark Rainbow (6 Suits),1,1
Pink & Brown (6 Suits),1,1
Black & Rainbow (6 Suits),1,1
Black & Null (6 Suits),1,1
Light-Pink-Fives & Pink (6 Suits),1,1
Rainbow & Gray (6 Suits),1,1
White (6 Suits),5,0
Pink & Gray (6 Suits),5,0
Up or Down (6 Suits),4,0
Black & White (6 Suits),4,0
White & Dark Rainbow (6 Suits),3,0
Pink & Omni (6 Suits),3,0
Pink & White (6 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
