variant,attempts,won
Cocoa Rainbow (6 Suits),20,1
Black (6 Suits),17,1
Gray (6 Suits),9,1
Gray Pink (6 Suits),9,1
Black & Pink (6 Suits),9,1
Dark Pink (6 Suits),4,1
Dark Null (6 Suits),4,1
Black & White (6 Suits),4,1
Dark Brown (6 Suits),3,1
Dark Prism (6 Suits),3,1
Black & Brown (6 Suits),3,1
Black & Rainbow (6 Suits),2,1
Dark Omni (6 Suits),1,1
Black & Omni (6 Suits),1,1
Special Mix (6 Suits),29,0
Black & Null (6 Suits),12,0
Black & Muddy Rainbow (6 Suits),3,0
Dark Rainbow (6 Suits),2,0
Pink & Dark Brown (6 Suits),1,0
