variant,attempts,won
Ambiguous (4 Suits),8,1
Rainbow & White (4 Suits),5,1
White-Fives (4 Suits),5,1
White (4 Suits),4,1
Pink (4 Suits),3,1
White-Ones (4 Suits),3,1
Brown-Fives (4 Suits),3,1
4 Suits,2,1
Omni (4 Suits),2,1
Color Mute (4 Suits),2,1
Reversed (4 Suits),2,1
Omni-Fives (4 Suits),2,1
Rainbow (4 Suits),1,1
White-Ones & White (4 Suits),1,1
Color Blind (4 Suits),1,1
Prism (4 Suits),1,1
Brown (4 Suits),4,0
Alternating Clues (4 Suits),3,0
Light Pink (4 Suits),3,0
Extremely Ambiguous (4 Suits),1,0
Throw It in a Hole (4 Suits),1,0
