variant,attempts,won
Clue Starved (5 Suits),3,1
Light Pink (5 Suits),2,1
White Reversed (5 Suits),2,1
No Variant,2,1
Light-Pink-Fives (5 Suits),2,1
Brown & Prism (5 Suits),2,1
Ambiguous & Light Pink (5 Suits),1,1
Pink & White (5 Suits),1,1
White & Prism (5 Suits),1,1
Rainbow-Ones & Prism (5 Suits),1,1
Light Pink & Prism (5 Suits),1,1
Prism (5 Suits),3,0
Rainbow & Muddy Rainbow (5 Suits),2,0
Pink-Fives & Muddy Rainbow (5 Suits),2,0
Up or Down (5 Suits),1,0
Up or Down & Pink (5 Suits),1,0
Muddy Rainbow (5 Suits),1,0
White & Light Pink (5 Suits),1,0
Rainbow & Null (5 Suits),1,0
