variant,attempts,won
Rainbow (4 Suits),3,1
4 Suits,2,1
White (3 Suits),2,1
Up or Down (6 Suits),1,1
Rainbow & White (5 Suits),1,1
White (4 Suits),1,1
White (5 Suits),1,1
Black (5 Suits),12,0
Rainbow (3 Suits),6,0
Null (6 Suits),4,0
White (6 Suits),3,0
Black & Brown (6 Suits),2,0
Omni (6 Suits),2,0
Dark Rainbow (5 Suits),2,0
Pink (5 Suits),2,0
Black & Pink (6 Suits),2,0
Ambiguous & Dual-Color,2,0
6 Suits,1,0
Black & Pink (5 Suits),1,0
Ambiguous (6 Suits),1,0
Muddy Rainbow (6 Suits),1,0
Dark Brown (6 Suits),1,0
Rainbow (5 Suits),1,0
