player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,25,3,8.33
Aluap,antitelharsic,6,2,3.00
Amy2,wump,13,2,6.50
Amy2,Nitrate2,7,4,1.75
anser,nukelauncher,21,3,7.00
anser,william65537,0,0,NA
asaelr,scharkbite,35,8,4.38
avanderwalde,rkass,27,11,2.45
BlueNovember,Pantheia,3,1,3.00
BlueNovember,Crux,5,1,5.00
ChristopheAF,Lanvin,48,6,8.00
Dr_Kakashi,kimbifille,84,16,5.25
Dr_Kakashi,asaelr,45,16,2.81
Dr_Kakashi,Floriman,60,12,5.00
Dr_Kakashi,IAMJEFF,44,10,4.40
Dr_Kakashi,Kyle,35,5,7.00
Dr_Kakashi,Valetta6789,51,12,4.25
Dr_Kakashi,scharkbite,32,2,16.00
Dr_Kakashi,RaKXeR,40,3,13.33
Dr_Kakashi,micerang,64,10,6.40
Dr_Kakashi,Fireheart,44,6,7.33
Dr_Kakashi,Livia,22,5,4.40
Durandal,HelanaAshryvr,2,0,NA
Durandal,Lanvin,15,4,3.75
Durandal,squirrel1988,4,1,4.00
emilyzhao,squidgetx,28,11,2.55
Fireheart,Valetta6789,69,10,6.90
Fireheart,Kyle,60,8,7.50
Fireheart,micerang,31,7,4.43
Fireheart,Zamiel,50,5,10.00
Fireheart,asaelr,39,7,5.57
Fireheart,Livia,9,1,9.00
Fireheart,scharkbite,31,5,6.20
Fireheart,IAMJEFF,47,7,6.71
Floriman,kimbifille,35,14,2.50
Floriman,Valetta6789,73,20,3.65
Floriman,asaelr,32,10,3.20
Floriman,Kyle,50,12,4.17
Floriman,florrat2,42,1,42.00
Floriman,RaKXeR,46,2,23.00
Floriman,scharkbite,44,8,5.50
florrat2,timotree,5,1,5.00
florrat2,postmans,36,5,7.20
florrat2,sankala,26,3,8.67
HelanaAshryvr,Lanvin,54,11,4.91
HelanaAshryvr,squirrel1988,22,2,11.00
IAMJEFF,kimbifille,49,12,4.08
IAMJEFF,asaelr,22,6,3.67
IAMJEFF,Zamiel,54,8,6.75
IAMJEFF,Valetta6789,41,9,4.56
IAMJEFF,scharkbite,38,7,5.43
indego,melwen,25,6,4.17
Jake_Stiles,solarstar92,1,1,1.00
kimbifille,pianoblook,65,14,4.64
kimbifille,piper,45,10,4.50
kimbifille,kooolant,32,6,5.33
Kyle,scharkbite,60,12,5.00
Kyle,asaelr,40,10,4.00
Kyle,Zamiel,60,5,12.00
Kyle,micerang,36,6,6.00
Kyle,TimeHoodie,34,7,4.86
Lanvin,VerySloppyTwo,38,7,5.43
Lanvin,Lel0uch,58,15,3.87
Lanvin,melwen,54,16,3.38
Lanvin,rz,45,16,2.81
Lanvin,indego,50,8,6.25
Lanvin,Wittvector,30,10,3.00
Lanvin,MangoPie,37,10,3.70
Lanvin,squirrel1988,33,7,4.71
Lel0uch,MarkusKahlsen,7,3,2.33
Lel0uch,melwen,75,23,3.26
Lel0uch,indego,85,13,6.54
Lel0uch,derekcheah,27,5,5.40
Lel0uch,squirrel1988,46,7,6.57
Lel0uch,frosty104,28,6,4.67
Libster,sjdrodge,24,3,8.00
Libster,timotree,24,2,12.00
Libster,Valetta6789,50,5,10.00
Libster,florrat2,103,12,8.58
Libster,RaKXeR,63,7,9.00
Libster,sankala,20,5,4.00
Libster,Zamiel,52,8,6.50
Libster,NoMercy,38,6,6.33
Libster,Razvogor,19,2,9.50
Libster,frog-kun,0,0,NA
Libster,Razgovor,19,5,3.80
Libster,NotRaKXeR,29,3,9.67
Livia,invarse,3,2,1.50
melwen,ntinta,118,39,3.03
melwen,squirrel1988,18,5,3.60
melwen,scharkbite,54,19,2.84
melwen,sephiroth,38,5,7.60
micerang,scharkbite,31,7,4.43
NoMercy,florrat2,59,5,11.80
NoMercy,Zamiel,42,6,7.00
Pablo-,nitawa,21,3,7.00
pianoblook,piper,41,10,4.10
RaKXeR,florrat2,34,7,4.86
RaKXeR,Valetta6789,41,4,10.25
RaKXeR,Zamiel,30,4,7.50
Razvogor,florrat2,18,2,9.00
rz,wump,43,9,4.78
Syrah,mugsly,8,1,8.00
Syrah,scepheo,8,1,8.00
TheDaniMan,indego,12,2,6.00
TheDaniMan,doeo,89,12,7.42
TheDaniMan,lilyxy,101,12,8.42
TimeHoodie,kimbifille,31,4,7.75
TimeHoodie,melwen,41,9,4.56
Valetta6789,florrat2,45,3,15.00
VerySloppyTwo,sephiroth,25,4,6.25
Zamiel,kimbifille,46,6,7.67
Zamiel,micerang,39,11,3.55
Zamiel,scharkbite,77,10,7.70
Zamiel,florrat2,55,12,4.58
Zamiel,sankala,26,3,8.67
