variant,attempts,won
Clue Starved (6 Suits),6,1
White & Brown (6 Suits),3,1
Dual-Color & Pink (6 Suits),2,1
Rainbow & Brown (6 Suits),2,1
Rainbow & Null (6 Suits),2,1
Null (6 Suits),1,1
Muddy Rainbow & Prism (6 Suits),1,1
Dual-Color & Omni (6 Suits),1,1
Pink & Muddy Rainbow (6 Suits),1,1
Omni (6 Suits),6,0
Clue Starved & Rainbow (6 Suits),4,0
Prism (6 Suits),3,0
Muddy Rainbow (6 Suits),2,0
Omni & Light Pink (6 Suits),2,0
White-Ones & White (6 Suits),1,0
Pink & Brown (6 Suits),1,0
Brown-Ones & Brown (6 Suits),1,0
Rainbow & Omni (6 Suits),1,0
White & Prism (6 Suits),1,0
Clue Starved & Null (6 Suits),1,0
