variant,attempts,won
Rainbow & White (3 Suits),6,1
Pink & Gray (5 Suits),5,1
Null-Fives & Brown (3 Suits),5,1
Black & White (5 Suits),2,1
No Variant,2,1
White & Brown (6 Suits),1,1
White-Fives & Rainbow (4 Suits),1,1
Dark Pink (5 Suits),6,0
6 Suits,5,0
Rainbow & Dark Brown (6 Suits),5,0
Null-Fives & Brown (4 Suits),4,0
Gray (5 Suits),3,0
Pink (3 Suits),3,0
Dual-Color (3 Suits),2,0
Black & White (6 Suits),2,0
4 Suits,1,0
Rainbow (3 Suits),1,0
Black (5 Suits),1,0
Up or Down & Rainbow (5 Suits),1,0
