player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,1,0,NA
Aluap,antitelharsic,2,1,2.00
Amy2,wump,1,0,NA
Amy2,Nitrate2,1,0,NA
anser,nukelauncher,0,0,NA
anser,william65537,0,0,NA
asaelr,scharkbite,16,0,NA
avanderwalde,rkass,17,3,5.67
BlueNovember,Pantheia,0,0,NA
BlueNovember,Crux,0,0,NA
ChristopheAF,Lanvin,7,1,7.00
Dr_Kakashi,kimbifille,7,1,7.00
Dr_Kakashi,asaelr,6,1,6.00
Dr_Kakashi,Floriman,8,2,4.00
Dr_Kakashi,IAMJEFF,0,0,NA
Dr_Kakashi,Kyle,9,2,4.50
Dr_Kakashi,Valetta6789,0,0,NA
Dr_Kakashi,scharkbite,3,0,NA
Dr_Kakashi,RaKXeR,0,0,NA
Dr_Kakashi,micerang,3,0,NA
Dr_Kakashi,Fireheart,2,0,NA
Dr_Kakashi,Livia,0,0,NA
Durandal,HelanaAshryvr,0,0,NA
Durandal,Lanvin,0,0,NA
Durandal,squirrel1988,0,0,NA
emilyzhao,squidgetx,3,0,NA
Fireheart,Valetta6789,6,0,NA
Fireheart,Kyle,4,0,NA
Fireheart,micerang,5,0,NA
Fireheart,Zamiel,2,0,NA
Fireheart,asaelr,3,0,NA
Fireheart,Livia,2,0,NA
Fireheart,scharkbite,5,0,NA
Fireheart,IAMJEFF,0,0,NA
Floriman,kimbifille,7,1,7.00
Floriman,Valetta6789,12,1,12.00
Floriman,asaelr,17,2,8.50
Floriman,Kyle,29,2,14.50
Floriman,florrat2,1,0,NA
Floriman,RaKXeR,2,0,NA
Floriman,scharkbite,10,0,NA
florrat2,timotree,0,0,NA
florrat2,postmans,0,0,NA
florrat2,sankala,0,0,NA
HelanaAshryvr,Lanvin,23,1,23.00
HelanaAshryvr,squirrel1988,18,0,NA
IAMJEFF,kimbifille,0,0,NA
IAMJEFF,asaelr,1,0,NA
IAMJEFF,Zamiel,2,0,NA
IAMJEFF,Valetta6789,0,0,NA
IAMJEFF,scharkbite,4,0,NA
indego,melwen,11,1,11.00
Jake_Stiles,solarstar92,0,0,NA
kimbifille,pianoblook,5,1,5.00
kimbifille,piper,5,1,5.00
kimbifille,kooolant,3,0,NA
Kyle,scharkbite,20,1,20.00
Kyle,asaelr,24,1,24.00
Kyle,Zamiel,14,0,NA
Kyle,micerang,18,0,NA
Kyle,TimeHoodie,23,1,23.00
Lanvin,VerySloppyTwo,12,1,12.00
Lanvin,Lel0uch,23,1,23.00
Lanvin,melwen,22,2,11.00
Lanvin,rz,6,0,NA
Lanvin,indego,15,1,15.00
Lanvin,Wittvector,20,0,NA
Lanvin,MangoPie,16,3,5.33
Lanvin,squirrel1988,17,1,17.00
Lel0uch,MarkusKahlsen,4,1,4.00
Lel0uch,melwen,28,2,14.00
Lel0uch,indego,13,2,6.50
Lel0uch,derekcheah,0,0,NA
Lel0uch,squirrel1988,21,1,21.00
Lel0uch,frosty104,9,0,NA
Libster,sjdrodge,2,1,2.00
Libster,timotree,0,0,NA
Libster,Valetta6789,5,0,NA
Libster,florrat2,3,1,3.00
Libster,RaKXeR,8,0,NA
Libster,sankala,0,0,NA
Libster,Zamiel,3,0,NA
Libster,NoMercy,2,0,NA
Libster,Razvogor,4,0,NA
Libster,frog-kun,0,0,NA
Libster,Razgovor,0,0,NA
Libster,NotRaKXeR,0,0,NA
Livia,invarse,3,0,NA
melwen,ntinta,24,0,NA
melwen,squirrel1988,16,2,8.00
melwen,scharkbite,4,1,4.00
melwen,sephiroth,6,0,NA
micerang,scharkbite,10,0,NA
NoMercy,florrat2,0,0,NA
NoMercy,Zamiel,1,0,NA
Pablo-,nitawa,2,1,2.00
pianoblook,piper,4,3,1.33
RaKXeR,florrat2,2,0,NA
RaKXeR,Valetta6789,5,0,NA
RaKXeR,Zamiel,2,0,NA
Razvogor,florrat2,1,0,NA
rz,wump,6,1,6.00
Syrah,mugsly,0,0,NA
Syrah,scepheo,0,0,NA
TheDaniMan,indego,0,0,NA
TheDaniMan,doeo,0,0,NA
TheDaniMan,lilyxy,0,0,NA
TimeHoodie,kimbifille,8,1,8.00
TimeHoodie,melwen,20,0,NA
Valetta6789,florrat2,0,0,NA
VerySloppyTwo,sephiroth,3,0,NA
Zamiel,kimbifille,5,0,NA
Zamiel,micerang,16,1,16.00
Zamiel,scharkbite,6,0,NA
Zamiel,florrat2,2,0,NA
Zamiel,sankala,0,0,NA
