variant,attempts,won
Rainbow (6 Suits),43,1
Black (5 Suits),7,1
Rainbow (5 Suits),3,1
No Variant,2,1
Gray Pink (5 Suits),1,1
Black & Rainbow (6 Suits),1,1
6 Suits,1,1
Black (6 Suits),157,0
Dark Rainbow (6 Suits),25,0
Black & Rainbow (5 Suits),6,0
Brown & Gray (5 Suits),4,0
Rainbow (4 Suits),3,0
Black & Omni (6 Suits),3,0
Black & Pink (6 Suits),1,0
Up or Down (5 Suits),1,0
Up or Down (6 Suits),1,0
Dark Brown (5 Suits),1,0
Dark Rainbow (5 Suits),1,0
White & Null (6 Suits),1,0
Dark Prism (6 Suits),1,0
