variant,attempts,won
Black & Pink (5 Suits),12,1
Dark Rainbow Reversed (5 Suits),2,1
Rainbow & Gray Pink (5 Suits),1,1
Rainbow-Ones & Dark Pink (5 Suits),1,1
Light-Pink-Ones & Gray Pink (5 Suits),5,0
Special Mix (5 Suits),4,0
Cocoa Rainbow (5 Suits),4,0
Prism & Gray Pink (5 Suits),4,0
Dark Null (5 Suits),3,0
Black & Light Pink (5 Suits),3,0
Rainbow & Dark Brown (5 Suits),3,0
White & Dark Prism (5 Suits),2,0
Omni & Dark Pink (5 Suits),2,0
White-Ones & Dark Brown (5 Suits),2,0
Black (5 Suits),1,0
Muddy Rainbow & Dark Prism (5 Suits),1,0
Brown & Dark Prism (5 Suits),1,0
Brown-Ones & Dark Brown (5 Suits),1,0
Black & Omni (5 Suits),1,0
Prism & Gray (5 Suits),1,0
