variant,attempts,won
Clue Starved & Light Pink (6 Suits),5,1
Omni & Light Pink (6 Suits),5,1
Brown & Muddy Rainbow (6 Suits),2,1
Dual-Color & White (6 Suits),2,1
Rainbow & Prism (6 Suits),1,1
White & Omni (6 Suits),1,1
Rainbow-Ones (6 Suits),1,1
Pink-Ones & Rainbow (6 Suits),1,1
Brown-Ones & Prism (6 Suits),1,1
White-Fives & Muddy Rainbow (6 Suits),1,1
Light-Pink-Ones & Prism (6 Suits),1,1
Deceptive-Fives (6 Suits),1,1
Up or Down & Pink (6 Suits),1,1
White-Fives & White (6 Suits),1,1
White-Fives & Prism (6 Suits),1,1
Pink & White (6 Suits),3,0
Omni-Ones & Omni (6 Suits),3,0
Light-Pink-Ones (6 Suits),3,0
Pink & Omni (6 Suits),3,0
Dual-Color & Prism (6 Suits),3,0
Brown & Light Pink (6 Suits),3,0
Up or Down & White (6 Suits),3,0
White-Ones & White (6 Suits),2,0
Pink & Muddy Rainbow (6 Suits),2,0
Omni & Prism (6 Suits),2,0
Dual-Color & Muddy Rainbow (6 Suits),2,0
Rainbow (6 Suits),1,0
Pink-Ones & Brown (6 Suits),1,0
Muddy-Rainbow-Ones & Light Pink (6 Suits),1,0
Pink & Null (6 Suits),1,0
