variant,attempts,won
Black (6 Suits),149,1
No Variant,63,1
White Reversed (6 Suits),20,1
Rainbow (6 Suits),14,1
White & Dark Omni (6 Suits),7,1
Black (5 Suits),5,1
Dark Rainbow (6 Suits),2,1
Throw It in a Hole (6 Suits),2,1
6 Suits,1,1
Pink & Dark Rainbow (5 Suits),5,0
Brown & Gray (5 Suits),4,0
Black & Rainbow (5 Suits),3,0
Extremely Ambiguous (6 Suits),2,0
4 Suits,1,0
Dark Pink (5 Suits),1,0
Pink (4 Suits),1,0
Ambiguous & Dual-Color,1,0
Pink (5 Suits),1,0
3 Suits,1,0
Up or Down (5 Suits),1,0
Up or Down & Omni (5 Suits),1,0
White & Null (6 Suits),1,0
