variant,attempts,won
Clue Starved & Pink (5 Suits),8,1
Reversed (5 Suits),5,1
Cow & Pig (5 Suits),5,1
No Variant,4,1
Clue Starved (5 Suits),3,1
Light-Pink-Ones (5 Suits),2,1
Extremely Ambiguous (5 Suits),2,1
Clue Starved & Prism (5 Suits),2,1
Clue Starved & White (5 Suits),1,1
White Reversed (5 Suits),1,1
Rainbow Reversed (5 Suits),1,1
Rainbow-Fives & Muddy Rainbow (5 Suits),1,1
Clue Starved & Rainbow (5 Suits),1,1
Up or Down & Prism (5 Suits),1,1
Clue Starved & Light Pink (5 Suits),1,1
Clue Starved & Muddy Rainbow (5 Suits),1,1
Omni (5 Suits),1,1
Brown & Prism (5 Suits),1,1
Null (5 Suits),11,0
Ambiguous & Brown (5 Suits),3,0
Pink & Prism (5 Suits),3,0
White (5 Suits),2,0
Omni-Fives & Light Pink (5 Suits),2,0
Deceptive-Fives (5 Suits),2,0
Rainbow (5 Suits),1,0
Throw It in a Hole & Rainbow (5 Suits),1,0
