variant,attempts,won
Prism Reversed (5 Suits),3,1
Rainbow-Ones (5 Suits),2,1
Pink & Omni (5 Suits),2,1
Rainbow (5 Suits),1,1
Pink & Brown (5 Suits),1,1
Dual-Color (5 Suits),1,1
Pink & Light Pink (5 Suits),1,1
Brown-Ones & Rainbow (5 Suits),4,0
Alternating Clues (5 Suits),3,0
Pink-Fives & Rainbow (5 Suits),2,0
Light Pink (5 Suits),1,0
White-Ones (5 Suits),1,0
Deceptive-Ones & Prism (5 Suits),1,0
Up or Down & Muddy Rainbow (5 Suits),1,0
Pink-Ones (5 Suits),1,0
Brown-Fives & Pink (5 Suits),1,0
Up or Down (5 Suits),1,0
Brown-Ones & Light Pink (5 Suits),1,0
Brown-Ones & Brown (5 Suits),1,0
Ambiguous & White (5 Suits),1,0
