variant,attempts,won
Deceptive-Fives (6 Suits),7,1
Muddy-Rainbow-Fives (6 Suits),2,1
Null-Ones (6 Suits),1,1
Brown-Ones & Omni (6 Suits),1,1
White Reversed (6 Suits),1,1
Pink & Light Pink (6 Suits),1,1
Clue Starved & Rainbow (6 Suits),9,0
Muddy Rainbow & Light Pink (6 Suits),8,0
Rainbow-Ones & Rainbow (6 Suits),5,0
Prism (6 Suits),3,0
Totally Blind (6 Suits),2,0
Extremely Ambiguous & Muddy Rainbow (6 Suits),2,0
Dual-Color & Brown (6 Suits),1,0
Pink-Ones (6 Suits),1,0
Pink & Prism (6 Suits),1,0
Rainbow & Null (6 Suits),1,0
