variant,attempts,won
Null-Fives & White (6 Suits),16,1
Clue Starved (6 Suits),15,1
Brown & Muddy Rainbow (6 Suits),13,1
Rainbow-Ones & Pink (6 Suits),12,1
Null-Fives & Rainbow (6 Suits),11,1
Rainbow & Null (6 Suits),10,1
Rainbow-Ones (6 Suits),8,1
Number Mute (6 Suits),8,1
Omni & Null (6 Suits),7,1
Pink-Fives & Rainbow (6 Suits),6,1
Rainbow & Omni (6 Suits),5,1
Light Pink (6 Suits),5,1
Dual-Color & Rainbow (6 Suits),5,1
White & Null (6 Suits),4,1
Up or Down & Null (6 Suits),4,1
Null-Fives (6 Suits),3,1
Up or Down & Light Pink (6 Suits),3,1
Brown (6 Suits),2,1
Rainbow & White (6 Suits),2,1
Muddy Rainbow (6 Suits),2,1
Pink-Fives (6 Suits),2,1
Pink & Null (6 Suits),1,1
Brown & Null (6 Suits),1,1
Light-Pink-Ones & Muddy Rainbow (6 Suits),1,1
Up or Down & Prism (6 Suits),1,1
Null-Fives & Brown (6 Suits),6,0
Null (6 Suits),4,0
Alternating Clues (6 Suits),4,0
Pink & Omni (6 Suits),1,0
