variant,attempts,won
Omni (6 Suits),15,1
Up or Down (6 Suits),10,1
Clue Starved (6 Suits),8,1
White-Fives & Omni (6 Suits),6,1
White-Ones & White (6 Suits),5,1
Rainbow-Fives (6 Suits),4,1
Brown (6 Suits),3,1
6 Suits,3,1
Rainbow (6 Suits),2,1
White (6 Suits),2,1
Rainbow & White (6 Suits),2,1
Dual-Color (6 Suits),2,1
Omni-Ones (6 Suits),2,1
Prism (6 Suits),2,1
Light Pink (6 Suits),2,1
Muddy Rainbow (6 Suits),2,1
Rainbow & Omni (6 Suits),2,1
White-Ones & Muddy Rainbow (6 Suits),2,1
Pink (6 Suits),1,1
Rainbow-Ones (6 Suits),1,1
Ambiguous (6 Suits),1,1
White-Ones (6 Suits),1,1
