variant,attempts,won
White & Dark Pink (6 Suits),6,1
Brown & Gray (6 Suits),5,1
Rainbow & Gray (6 Suits),4,1
Up or Down & Muddy Rainbow (6 Suits),4,1
Brown (6 Suits),3,1
Gray Pink (6 Suits),3,1
Gray (6 Suits),2,1
Dark Pink (6 Suits),2,1
Rainbow (6 Suits),1,1
Black (6 Suits),1,1
Light Pink (6 Suits),1,1
Pink & Brown (6 Suits),1,1
Dual-Color (6 Suits),1,1
Throw It in a Hole & Rainbow (6 Suits),1,1
Up or Down & Light Pink (6 Suits),1,1
Pink & Dark Rainbow (6 Suits),5,0
Dual-Color & Rainbow (6 Suits),4,0
Muddy Rainbow (6 Suits),3,0
Dark Omni (6 Suits),3,0
Up or Down & Null (6 Suits),3,0
White (6 Suits),2,0
Black & White (6 Suits),2,0
Dark Null (6 Suits),2,0
Light-Pink-Fives (6 Suits),2,0
Up or Down (6 Suits),1,0
Dark Brown (6 Suits),1,0
Black & Null (6 Suits),1,0
Pink & White (6 Suits),1,0
Dark Rainbow (6 Suits),1,0
Black & Rainbow (6 Suits),1,0
