variant,attempts,won
No Variant,16,1
Null (5 Suits),14,1
Ambiguous & White (5 Suits),9,1
Deceptive-Ones (5 Suits),8,1
Rainbow & White (5 Suits),5,1
Ambiguous & Rainbow (5 Suits),4,1
Rainbow & Muddy Rainbow (5 Suits),4,1
Null-Ones (5 Suits),3,1
Muddy Rainbow (5 Suits),2,1
Deceptive-Ones & White (5 Suits),2,1
Rainbow & Light Pink (5 Suits),2,1
Brown (5 Suits),1,1
Alternating Clues (5 Suits),1,1
Rainbow & Omni (5 Suits),1,1
White & Prism (5 Suits),1,1
White (5 Suits),13,0
Brown & Omni (5 Suits),10,0
White-Ones & Brown (5 Suits),4,0
Up or Down (5 Suits),3,0
Deceptive-Fives (5 Suits),2,0
Omni-Ones (5 Suits),2,0
