variant,attempts,won
Ambiguous (6 Suits),11,1
Pink & White (6 Suits),7,1
Color Blind (6 Suits),7,1
Dual-Color Mix,7,1
Color Blind (5 Suits),6,1
Black & Rainbow (6 Suits),4,1
Light Pink (3 Suits),3,1
Pink & Brown (5 Suits),3,1
Pink-Ones & White (3 Suits),3,1
Omni (6 Suits),2,1
Black & Omni (5 Suits),2,1
Pink-Ones & Brown (4 Suits),2,1
Pink-Ones & White (5 Suits),2,1
Dark Pink (6 Suits),1,1
Null (3 Suits),1,1
Light Pink (4 Suits),1,1
Black & Omni (6 Suits),1,1
Cocoa Rainbow (5 Suits),1,1
Color Blind (4 Suits),1,1
Throw It in a Hole (4 Suits),1,1
Pink-Ones & Brown (3 Suits),1,1
Pink-Ones & White (4 Suits),1,1
Ambiguous & White (5 Suits),7,0
Black (6 Suits),4,0
Pink-Ones & Brown (5 Suits),4,0
Black & Brown (6 Suits),3,0
Rainbow & Dark Pink (6 Suits),1,0
Pink & Brown (6 Suits),1,0
