variant,attempts,won
Black & Null (6 Suits),13,1
Pink & Dark Rainbow (5 Suits),8,1
Null (3 Suits),8,1
Black & Brown (6 Suits),6,1
Rainbow & Brown (3 Suits),5,1
Pink & Brown (3 Suits),5,1
Muddy Rainbow (3 Suits),5,1
Brown & Muddy Rainbow (5 Suits),5,1
Pink & Null (5 Suits),4,1
Rainbow & Brown (4 Suits),3,1
Muddy Rainbow (6 Suits),3,1
Null (5 Suits),3,1
White & Dark Rainbow (6 Suits),3,1
White (6 Suits),3,1
No Variant,2,1
Rainbow & Pink (4 Suits),2,1
Pink & White (4 Suits),2,1
Pink & Brown (6 Suits),2,1
Rainbow (4 Suits),2,1
Brown (5 Suits),1,1
Brown (4 Suits),1,1
Gray (6 Suits),1,1
Black & Rainbow (5 Suits),1,1
Black & Brown (5 Suits),1,1
Null (6 Suits),1,1
Pink & Brown (5 Suits),1,1
Up or Down & Brown (5 Suits),1,1
Null (4 Suits),1,1
Rainbow & Null (5 Suits),1,1
Light Pink (5 Suits),1,1
Cocoa Rainbow (5 Suits),1,1
Dark Prism (6 Suits),1,1
Pink-Fives & Brown (5 Suits),1,1
Up or Down & Prism (5 Suits),1,1
Black & Null (5 Suits),17,0
Rainbow & White (3 Suits),12,0
Pink & Dark Rainbow (6 Suits),10,0
Pink (3 Suits),6,0
Black & Rainbow (6 Suits),6,0
Rainbow & Null (3 Suits),6,0
Black & Muddy Rainbow (6 Suits),6,0
Brown (6 Suits),5,0
Rainbow & Dark Pink (6 Suits),5,0
Pink (4 Suits),4,0
Black & White (6 Suits),4,0
Pink & Gray (6 Suits),4,0
Cocoa Rainbow (6 Suits),4,0
Light Pink (6 Suits),3,0
White & Dark Rainbow (5 Suits),3,0
Ambiguous & Dark Brown (5 Suits),3,0
Number Blind (6 Suits),2,0
Gray (5 Suits),2,0
Dark Brown (6 Suits),2,0
Duck (5 Suits),2,0
Dark Null (6 Suits),2,0
Pink & Null (6 Suits),2,0
Rainbow & Muddy Rainbow (6 Suits),2,0
Pink-Ones & Pink (5 Suits),2,0
Totally Blind (6 Suits),1,0
White & Brown (4 Suits),1,0
Rainbow & Pink (3 Suits),1,0
Dark Pink (6 Suits),1,0
Alternating Clues (5 Suits),1,0
Very Ambiguous (3 Suits),1,0
Muddy Rainbow (5 Suits),1,0
Up or Down & Pink (6 Suits),1,0
Pink & Null (3 Suits),1,0
Pink-Ones & Dark Rainbow (6 Suits),1,0
Dark Prism Reversed (6 Suits),1,0
Deceptive-Ones (6 Suits),1,0
Clue Starved & Pink (6 Suits),1,0
