variant,attempts,won
Rainbow (5 Suits),6,1
Black (5 Suits),6,1
Cocoa Rainbow (5 Suits),6,1
No Variant,5,1
Brown & Prism (5 Suits),3,1
Up or Down (6 Suits),2,1
Brown (6 Suits),2,1
Dark Pink (6 Suits),2,1
Brown & Dark Prism (6 Suits),2,1
Pink & Brown (6 Suits),2,1
Rainbow & Prism (6 Suits),2,1
Rainbow & Omni (6 Suits),2,1
Prism (6 Suits),1,1
Rainbow & Omni (5 Suits),1,1
Pink & Prism (5 Suits),1,1
Omni (5 Suits),1,1
White (4 Suits),1,1
Pink (4 Suits),1,1
Black & White (5 Suits),1,1
White-Ones & Brown (5 Suits),1,1
Light Pink (5 Suits),1,1
Black & Light Pink (5 Suits),12,0
4 Suits,9,0
Up or Down (5 Suits),5,0
Brown & Gray Pink (6 Suits),5,0
Cocoa Rainbow (6 Suits),5,0
Gray (6 Suits),5,0
Black & Omni (6 Suits),5,0
Light Pink & Gray (6 Suits),4,0
White & Null (5 Suits),3,0
Special Mix (5 Suits),3,0
Rainbow (4 Suits),3,0
Black & Brown (5 Suits),3,0
Clue Starved & Rainbow (6 Suits),3,0
Up or Down & Pink (6 Suits),3,0
Pink-Ones & Gray (5 Suits),3,0
Up or Down & Omni (5 Suits),3,0
Rainbow (6 Suits),2,0
Special Mix (6 Suits),2,0
Black & Pink (6 Suits),2,0
Up or Down & White (6 Suits),2,0
Pink-Fives & Pink (5 Suits),2,0
Black (6 Suits),2,0
Muddy-Rainbow-Ones & Light Pink (4 Suits),2,0
Brown-Ones & White (5 Suits),2,0
Muddy-Rainbow-Ones & Dark Brown (6 Suits),2,0
Dark Pink (5 Suits),2,0
Prism (5 Suits),2,0
Dark Rainbow (6 Suits),2,0
Rainbow & Dark Omni (5 Suits),2,0
Up or Down & Brown (6 Suits),2,0
Muddy Rainbow (4 Suits),2,0
Brown & Prism (6 Suits),2,0
Null (6 Suits),2,0
Reversed (4 Suits),2,0
Gray Pink (5 Suits),2,0
Alternating Clues & Dark Prism (6 Suits),2,0
Dual-Color & Dark Brown (6 Suits),2,0
Pink & Light Pink (6 Suits),2,0
Rainbow & Brown (5 Suits),2,0
White (6 Suits),1,0
Black & Brown (6 Suits),1,0
Black & White (6 Suits),1,0
Light-Pink-Ones (5 Suits),1,0
Pink (5 Suits),1,0
Rainbow & Light Pink (6 Suits),1,0
Muddy-Rainbow-Ones & Light Pink (5 Suits),1,0
Muddy-Rainbow-Ones & Dark Omni (6 Suits),1,0
Throw It in a Hole & Light Pink (5 Suits),1,0
Omni-Fives & Rainbow (6 Suits),1,0
Rainbow-Fives & Pink (5 Suits),1,0
Rainbow Reversed (5 Suits),1,0
Dark Omni (6 Suits),1,0
Muddy Rainbow (5 Suits),1,0
Black & Omni (5 Suits),1,0
Prism (4 Suits),1,0
Dark Rainbow (5 Suits),1,0
Black & Prism (6 Suits),1,0
Pink & Omni (6 Suits),1,0
Rainbow & Prism (5 Suits),1,0
Pink & Prism (6 Suits),1,0
White & Dark Prism (5 Suits),1,0
Black & Pink (5 Suits),1,0
6 Suits,1,0
Omni & Muddy Rainbow (5 Suits),1,0
White & Dark Rainbow (6 Suits),1,0
Rainbow-Ones & Gray Pink (5 Suits),1,0
Light Pink (4 Suits),1,0
Up or Down & Muddy Rainbow (6 Suits),1,0
Brown-Ones & Cocoa Rainbow (6 Suits),1,0
Rainbow & White (6 Suits),1,0
Up or Down & Rainbow (6 Suits),1,0
Black & Prism (5 Suits),1,0
Omni-Ones & Dark Pink (6 Suits),1,0
White & Dark Brown (6 Suits),1,0
Rainbow-Ones & Prism (6 Suits),1,0
