player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,53,13,4.08
Aluap,antitelharsic,42,8,5.25
Amy2,wump,42,7,6.00
Amy2,Nitrate2,10,2,5.00
anser,nukelauncher,39,7,5.57
anser,william65537,18,2,9.00
asaelr,scharkbite,53,17,3.12
avanderwalde,rkass,128,18,7.11
BlueNovember,Pantheia,78,10,7.80
BlueNovember,Crux,58,6,9.67
ChristopheAF,Lanvin,71,11,6.45
Dr_Kakashi,kimbifille,301,18,16.72
Dr_Kakashi,IAMJEFF,148,21,7.05
Dr_Kakashi,asaelr,101,17,5.94
Dr_Kakashi,Floriman,102,14,7.29
Dr_Kakashi,Kyle,94,8,11.75
Dr_Kakashi,Valetta6789,64,11,5.82
Dr_Kakashi,scharkbite,85,13,6.54
Dr_Kakashi,RaKXeR,97,4,24.25
Dr_Kakashi,micerang,58,8,7.25
Dr_Kakashi,Fireheart,40,6,6.67
Dr_Kakashi,Livia,44,5,8.80
Durandal,HelanaAshryvr,14,3,4.67
Durandal,Lanvin,17,1,17.00
Durandal,squirrel1988,7,2,3.50
emilyzhao,squidgetx,39,10,3.90
Fireheart,Valetta6789,238,53,4.49
Fireheart,Kyle,110,19,5.79
Fireheart,micerang,68,15,4.53
Fireheart,Zamiel,98,11,8.91
Fireheart,asaelr,129,25,5.16
Fireheart,Livia,38,4,9.50
Fireheart,scharkbite,88,9,9.78
Fireheart,IAMJEFF,210,29,7.24
Floriman,kimbifille,115,13,8.85
Floriman,Kyle,63,11,5.73
Floriman,Valetta6789,109,12,9.08
Floriman,asaelr,80,19,4.21
Floriman,florrat2,87,3,29.00
Floriman,RaKXeR,34,3,11.33
Floriman,scharkbite,69,11,6.27
florrat2,timotree,56,5,11.20
florrat2,postmans,41,5,8.20
florrat2,sankala,55,5,11.00
HelanaAshryvr,Lanvin,57,11,5.18
HelanaAshryvr,squirrel1988,28,3,9.33
IAMJEFF,kimbifille,64,8,8.00
IAMJEFF,Zamiel,85,8,10.62
IAMJEFF,asaelr,78,13,6.00
IAMJEFF,Valetta6789,123,20,6.15
IAMJEFF,scharkbite,65,14,4.64
indego,melwen,59,15,3.93
Jake_Stiles,solarstar92,3,2,1.50
jh,lh,181,19,9.53
kimbifille,pianoblook,447,70,6.39
kimbifille,piper,393,70,5.61
kimbifille,kooolant,44,5,8.80
Kyle,asaelr,57,11,5.18
Kyle,scharkbite,73,11,6.64
Kyle,Zamiel,143,15,9.53
Kyle,micerang,52,7,7.43
Kyle,TimeHoodie,34,9,3.78
Lanvin,melwen,81,23,3.52
Lanvin,VerySloppyTwo,64,13,4.92
Lanvin,indego,75,9,8.33
Lanvin,dobi,63,17,3.71
Lanvin,Lel0uch,101,22,4.59
Lanvin,Wittvector,66,8,8.25
Lanvin,jack67889,64,12,5.33
Lanvin,MangoPie,53,19,2.79
Lanvin,rz,70,19,3.68
Lanvin,squirrel1988,38,5,7.60
Lel0uch,indego,268,43,6.23
Lel0uch,melwen,180,41,4.39
Lel0uch,MarkusKahlsen,68,19,3.58
Lel0uch,derekcheah,77,14,5.50
Lel0uch,squirrel1988,70,12,5.83
Lel0uch,frosty104,32,4,8.00
Libster,sjdrodge,48,5,9.60
Libster,timotree,23,3,7.67
Libster,Valetta6789,190,4,47.50
Libster,florrat2,170,15,11.33
Libster,RaKXeR,98,10,9.80
Libster,sankala,62,6,10.33
Libster,Zamiel,147,12,12.25
Libster,NoMercy,211,7,30.14
Libster,Razvogor,180,2,90.00
Libster,frog-kun,229,0,NA
Libster,Razgovor,57,6,9.50
Libster,NotRaKXeR,39,4,9.75
Livia,invarse,13,1,13.00
melwen,ntinta,11,4,2.75
melwen,scharkbite,89,13,6.85
melwen,squirrel1988,50,7,7.14
melwen,sephiroth,19,2,9.50
micerang,scharkbite,57,11,5.18
NoMercy,florrat2,192,4,48.00
NoMercy,Zamiel,25,7,3.57
Pablo-,nitawa,97,29,3.34
pianoblook,piper,383,68,5.63
RaKXeR,florrat2,109,9,12.11
RaKXeR,Valetta6789,98,4,24.50
RaKXeR,Zamiel,38,7,5.43
Razvogor,florrat2,174,2,87.00
rz,wump,81,17,4.76
Sh,jh,181,19,9.53
Sh,lh,181,19,9.53
Syrah,scepheo,133,31,4.29
Syrah,mugsly,134,32,4.19
TheDaniMan,indego,65,12,5.42
TheDaniMan,doeo,99,26,3.81
TheDaniMan,lilyxy,124,30,4.13
TimeHoodie,kimbifille,52,7,7.43
TimeHoodie,melwen,40,10,4.00
Valetta6789,florrat2,197,6,32.83
VerySloppyTwo,sephiroth,37,7,5.29
Zamiel,kimbifille,62,3,20.67
Zamiel,micerang,97,9,10.78
Zamiel,scharkbite,115,11,10.45
Zamiel,florrat2,95,15,6.33
Zamiel,sankala,58,4,14.50
