variant,attempts,won
Light-Pink-Ones (6 Suits),10,1
Up or Down & Rainbow (6 Suits),9,1
Brown & Omni (6 Suits),8,1
Dark Prism Reversed (6 Suits),7,1
Muddy Rainbow & Light Pink (6 Suits),6,1
Dual-Color (6 Suits),5,1
Dual-Color & Prism (6 Suits),5,1
Light Pink & Prism (6 Suits),5,1
Prism & Dark Omni (6 Suits),5,1
Ambiguous & Dual-Color,5,1
Gray (5 Suits),3,1
Rainbow & Omni (6 Suits),3,1
Brown-Ones & Pink (6 Suits),3,1
Rainbow-Ones (5 Suits),3,1
Rainbow & White (6 Suits),2,1
Rainbow-Ones (6 Suits),2,1
Dark Rainbow (6 Suits),2,1
Reversed (4 Suits),2,1
Pink & Gray (6 Suits),2,1
Pink & Light Pink (6 Suits),2,1
White & Dark Pink (6 Suits),2,1
Pink-Fives & Prism (5 Suits),2,1
Omni & Light Pink (6 Suits),2,1
Black Reversed (6 Suits),2,1
Black & Prism (6 Suits),2,1
Rainbow-Fives & Prism (5 Suits),2,1
White & Prism (5 Suits),1,1
Rainbow-Ones & Rainbow (5 Suits),1,1
Brown-Ones & Rainbow (6 Suits),1,1
Brown-Ones & Black (6 Suits),1,1
Dual-Color & White (6 Suits),1,1
White & Omni (6 Suits),1,1
White & Light Pink (6 Suits),1,1
White-Ones & Pink (6 Suits),1,1
White & Dark Prism (6 Suits),1,1
Brown & Omni (5 Suits),1,1
Brown & Muddy Rainbow (6 Suits),1,1
Omni & Prism (6 Suits),1,1
Rainbow-Ones & Pink (5 Suits),1,1
White & Dark Omni (6 Suits),1,1
White-Fives & White (6 Suits),1,1
Black & Pink (6 Suits),10,0
Dual-Color & Dark Pink (6 Suits),10,0
No Variant,6,0
Pink & Dark Brown (6 Suits),6,0
Black & Brown (6 Suits),6,0
Black & Omni (6 Suits),5,0
Pink & Cocoa Rainbow (6 Suits),5,0
Muddy Rainbow & Dark Rainbow (6 Suits),5,0
Black & White (5 Suits),4,0
Cocoa Rainbow (6 Suits),4,0
Rainbow & Pink (6 Suits),4,0
Clue Starved & Prism (5 Suits),4,0
Special Mix (5 Suits),4,0
Rainbow & Gray (6 Suits),4,0
Rainbow-Ones & White (6 Suits),4,0
Pink & Dark Omni (6 Suits),4,0
White Reversed (6 Suits),4,0
Up or Down & Prism (6 Suits),4,0
Up or Down (6 Suits),3,0
Brown & Muddy Rainbow (5 Suits),3,0
Pink & Gray (5 Suits),3,0
Black & Pink (5 Suits),3,0
White-Fives & Gray Pink (6 Suits),3,0
Dark Pink (5 Suits),3,0
Rainbow & Dark Pink (6 Suits),3,0
Muddy-Rainbow-Ones & Omni (6 Suits),3,0
Omni & Dark Pink (6 Suits),3,0
Muddy Rainbow & Light Pink (5 Suits),3,0
Muddy Rainbow & Dark Prism (6 Suits),3,0
Rainbow-Ones & Prism (6 Suits),3,0
Muddy Rainbow (6 Suits),2,0
Pink & Dark Prism (6 Suits),2,0
White & Cocoa Rainbow (5 Suits),2,0
Pink & Light Pink (4 Suits),2,0
Up or Down & Null (6 Suits),2,0
Brown-Fives & Rainbow (5 Suits),2,0
Omni-Fives & Dark Omni (6 Suits),2,0
Brown & Light Pink (6 Suits),2,0
Brown-Ones & Pink (5 Suits),2,0
Up or Down & Pink (6 Suits),2,0
Up or Down & White (6 Suits),2,0
Omni & Prism (5 Suits),2,0
Dual-Color & Dark Omni (6 Suits),2,0
Omni & Muddy Rainbow (6 Suits),2,0
3 Suits,1,0
Up or Down (5 Suits),1,0
White (6 Suits),1,0
4 Suits,1,0
Dark Brown (6 Suits),1,0
Prism (6 Suits),1,0
Rainbow & Omni (4 Suits),1,0
Deceptive-Ones & Prism (5 Suits),1,0
White-Ones & White (6 Suits),1,0
Black (5 Suits),1,0
Omni-Ones (5 Suits),1,0
Omni-Ones & Omni (6 Suits),1,0
Brown-Ones & Rainbow (4 Suits),1,0
Dark Rainbow Reversed (6 Suits),1,0
Muddy-Rainbow-Ones & Omni (5 Suits),1,0
Rainbow (6 Suits),1,0
Brown & Null (5 Suits),1,0
Pink-Fives & Dark Rainbow (6 Suits),1,0
Light-Pink-Ones & Omni (6 Suits),1,0
White-Fives & Brown (6 Suits),1,0
Muddy-Rainbow-Ones (5 Suits),1,0
Rainbow & Dark Brown (6 Suits),1,0
Dual-Color & Rainbow (6 Suits),1,0
Brown-Ones & Prism (6 Suits),1,0
Rainbow & Cocoa Rainbow (5 Suits),1,0
Black & Rainbow (6 Suits),1,0
Pink & Null (6 Suits),1,0
Throw It in a Hole & Null (5 Suits),1,0
Dual-Color & Black (6 Suits),1,0
Muddy Rainbow & Prism (5 Suits),1,0
Ambiguous & White (5 Suits),1,0
Dual-Color & Dark Rainbow (6 Suits),1,0
Rainbow-Ones & Brown (6 Suits),1,0
Rainbow-Fives & Prism (6 Suits),1,0
Rainbow-Ones & Light Pink (6 Suits),1,0
Light-Pink-Ones & Dark Pink (6 Suits),1,0
Brown-Fives & Pink (6 Suits),1,0
Pink-Fives & White (6 Suits),1,0
