variant,attempts,won
No Variant,4,1
Up or Down & Pink (5 Suits),4,1
Up or Down (5 Suits),3,1
Up or Down & White (5 Suits),2,1
Special Mix (5 Suits),18,0
Clue Starved (5 Suits),9,0
White-Fives & Cocoa Rainbow (5 Suits),3,0
Black & Rainbow (5 Suits),2,0
Pink & Brown (5 Suits),2,0
Up or Down & Muddy Rainbow (5 Suits),2,0
Light-Pink-Ones & Pink (5 Suits),2,0
Brown & Gray Pink (5 Suits),1,0
Brown (5 Suits),1,0
Pink (5 Suits),1,0
Black Reversed (5 Suits),1,0
Pink-Fives & Rainbow (5 Suits),1,0
Null-Ones & Rainbow (5 Suits),1,0
Dark Pink (5 Suits),1,0
Up or Down & Brown (5 Suits),1,0
Black (5 Suits),1,0
Gray Pink (5 Suits),1,0
Black & White (5 Suits),1,0
Black & Pink (5 Suits),1,0
Light Pink & Dark Prism (5 Suits),1,0
White & Dark Omni (5 Suits),1,0
