variant,attempts,won
Pink (6 Suits),56,1
White Reversed (6 Suits),28,1
Dark Rainbow (6 Suits),24,1
Black & Dark Rainbow (6 Suits),7,1
Up or Down & White (6 Suits),7,1
Rainbow (6 Suits),6,1
Dual-Color (6 Suits),6,1
6 Suits,4,1
Color Blind (6 Suits),4,1
Very Ambiguous (6 Suits),4,1
Black (6 Suits),2,1
Dual-Color & Rainbow (6 Suits),1,1
Duck (6 Suits),1,1
Dark Brown (6 Suits),1,1
White (6 Suits),1,1
Brown (6 Suits),4,0
Cow & Pig (6 Suits),4,0
Black & Dark Brown (6 Suits),3,0
Up or Down (6 Suits),2,0
Up or Down & Rainbow (6 Suits),2,0
Clue Starved (6 Suits),1,0
Gray (6 Suits),1,0
Gray & Dark Brown (6 Suits),1,0
