variant,attempts,won
Dark Null (6 Suits),11,1
Black & Prism (6 Suits),8,1
Ambiguous Mix,7,1
Dark Brown (6 Suits),6,1
Black & Muddy Rainbow (6 Suits),6,1
Pink & Dark Rainbow (6 Suits),4,1
Dark Prism (6 Suits),3,1
Black & Light Pink (6 Suits),2,1
Gray Pink (6 Suits),1,1
Black & Null (6 Suits),1,1
Rainbow & Cocoa Rainbow (6 Suits),1,1
Dark Prism Reversed (6 Suits),9,0
Black (6 Suits),6,0
Dark Omni (6 Suits),5,0
Light-Pink-Ones & Black (6 Suits),3,0
Rainbow & Gray Pink (6 Suits),3,0
Light-Pink-Fives & Gray Pink (6 Suits),2,0
Black & Omni (6 Suits),2,0
Pink & Dark Brown (6 Suits),2,0
Light Pink & Dark Omni (6 Suits),1,0
Black & White (6 Suits),1,0
Dark Rainbow Reversed (6 Suits),1,0
