variant,attempts,won
Black & Rainbow (6 Suits),22,1
Muddy Rainbow (4 Suits),5,1
Brown (4 Suits),4,1
Black & Pink (6 Suits),4,1
Pink (4 Suits),3,1
Brown (3 Suits),3,1
Pink & Null (4 Suits),3,1
Brown (5 Suits),2,1
Null (4 Suits),2,1
Rainbow (4 Suits),1,1
Pink (6 Suits),1,1
No Variant,1,1
Null (5 Suits),12,0
Dark Brown (6 Suits),9,0
Dark Brown & Dark Omni (6 Suits),8,0
Black & Omni (5 Suits),7,0
Black & Dark Rainbow (6 Suits),6,0
Dark Brown (5 Suits),5,0
Rainbow & Pink (6 Suits),3,0
Dark Rainbow (5 Suits),3,0
Muddy Rainbow & Dark Null (5 Suits),3,0
Throw It in a Hole & Brown (4 Suits),3,0
Black & Dark Pink (6 Suits),2,0
White (6 Suits),1,0
Black & Rainbow (5 Suits),1,0
Pink & Dark Omni (5 Suits),1,0
Alternating Clues (6 Suits),1,0
Rainbow & Light Pink (5 Suits),1,0
