variant,attempts,won
Null (4 Suits),18,1
Brown-Fives & Rainbow (4 Suits),10,1
White & Light Pink (4 Suits),9,1
Brown (4 Suits),6,1
Pink & Muddy Rainbow (4 Suits),6,1
Rainbow-Ones & Muddy Rainbow (4 Suits),6,1
Brown & Muddy Rainbow (4 Suits),6,1
Deceptive-Ones & Pink (4 Suits),6,1
White (4 Suits),5,1
Pink & White (4 Suits),5,1
Pink & Omni (4 Suits),5,1
Pink & Light Pink (4 Suits),5,1
Pink-Ones & Pink (4 Suits),5,1
Pink & Prism (4 Suits),5,1
Deceptive-Fives (4 Suits),5,1
Deceptive-Ones & Rainbow (4 Suits),5,1
Dual-Color & Muddy Rainbow (4 Suits),5,1
Muddy-Rainbow-Ones & Brown (4 Suits),4,1
Rainbow & Omni (4 Suits),4,1
Rainbow & Muddy Rainbow (4 Suits),4,1
White-Ones & Brown (4 Suits),4,1
Brown-Ones & Muddy Rainbow (4 Suits),4,1
Rainbow & Prism (4 Suits),4,1
Dual-Color & Light Pink (4 Suits),4,1
Dual-Color & Rainbow (4 Suits),3,1
Omni (4 Suits),3,1
Rainbow-Ones & Pink (4 Suits),3,1
Pink-Ones & Rainbow (4 Suits),3,1
Pink-Ones & White (4 Suits),3,1
White & Omni (4 Suits),3,1
Pink & Brown (4 Suits),3,1
White-Ones & Omni (4 Suits),3,1
Brown-Ones & Omni (4 Suits),3,1
White & Prism (4 Suits),3,1
White Reversed (4 Suits),3,1
Deceptive-Ones & Brown (4 Suits),3,1
Dual-Color & Pink (4 Suits),3,1
Muddy Rainbow (4 Suits),2,1
Light Pink (4 Suits),2,1
Rainbow-Fives & White (4 Suits),2,1
Rainbow-Ones & Rainbow (4 Suits),2,1
White-Fives & Brown (4 Suits),2,1
Rainbow-Ones & White (4 Suits),2,1
White & Brown (4 Suits),2,1
Omni-Ones & Omni (4 Suits),2,1
Brown-Ones & Light Pink (4 Suits),2,1
Omni-Ones & Rainbow (4 Suits),2,1
Muddy Rainbow & Light Pink (4 Suits),2,1
Brown & Prism (4 Suits),2,1
Omni & Muddy Rainbow (4 Suits),2,1
Dual-Color & White (4 Suits),2,1
Dual-Color & Omni (4 Suits),2,1
4 Suits,1,1
Rainbow (4 Suits),1,1
Ambiguous (4 Suits),1,1
Rainbow-Ones (4 Suits),1,1
White-Ones & Pink (4 Suits),1,1
White & Muddy Rainbow (4 Suits),1,1
Rainbow-Ones & Brown (4 Suits),1,1
Pink-Ones (4 Suits),1,1
White-Fives (4 Suits),1,1
White-Ones (4 Suits),1,1
White-Ones & Rainbow (4 Suits),1,1
White-Fives & Rainbow (4 Suits),1,1
White-Fives & White (4 Suits),1,1
Muddy-Rainbow-Ones (4 Suits),1,1
Rainbow & Brown (4 Suits),1,1
Omni-Ones (4 Suits),1,1
Muddy-Rainbow-Fives (4 Suits),1,1
Rainbow & Light Pink (4 Suits),1,1
Reversed (4 Suits),1,1
White-Ones & White (4 Suits),1,1
White-Ones & Muddy Rainbow (4 Suits),1,1
White-Ones & Light Pink (4 Suits),1,1
Rainbow-Ones & Omni (4 Suits),1,1
Brown-Ones (4 Suits),1,1
Brown-Ones & Rainbow (4 Suits),1,1
Brown-Ones & Pink (4 Suits),1,1
Brown-Ones & White (4 Suits),1,1
Brown-Ones & Brown (4 Suits),1,1
Brown & Omni (4 Suits),1,1
Brown & Light Pink (4 Suits),1,1
Prism (4 Suits),1,1
Rainbow & White (4 Suits),1,1
Muddy Rainbow & Prism (4 Suits),1,1
Rainbow-Ones & Light Pink (4 Suits),1,1
Pink-Ones & Brown (4 Suits),1,1
Deceptive-Ones (4 Suits),1,1
Deceptive-Ones & Omni (4 Suits),1,1
Deceptive-Ones & White (4 Suits),1,1
Deceptive-Ones & Prism (4 Suits),1,1
Light Pink & Prism (4 Suits),1,1
Deceptive-Ones & Light Pink (4 Suits),1,1
White-Ones & Prism (4 Suits),1,1
Dual-Color & Brown (4 Suits),1,1
Dual-Color & Prism (4 Suits),1,1
Color Blind (4 Suits),3,0
Duck (4 Suits),2,0
Extremely Ambiguous (4 Suits),1,0
Throw It in a Hole (4 Suits),1,0
