variant,attempts,won
Dark Rainbow (6 Suits),4,1
Black & White (6 Suits),4,1
Dark Null (6 Suits),3,1
Gray Reversed (6 Suits),2,1
Black & Prism (6 Suits),1,1
Muddy Rainbow & Gray (6 Suits),1,1
Dark Pink (6 Suits),5,0
White & Dark Brown (6 Suits),5,0
Black (6 Suits),4,0
Ambiguous Mix,3,0
Gray (6 Suits),2,0
Black & Omni (6 Suits),2,0
Dual-Color & Dark Rainbow (6 Suits),2,0
Black & Null (6 Suits),2,0
White & Dark Rainbow (6 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
Dark Prism (6 Suits),1,0
Rainbow & Dark Null (6 Suits),1,0
