variant,attempts,won
Pink & Prism (6 Suits),13,1
Brown & Prism (6 Suits),11,1
Pink & Muddy Rainbow (6 Suits),9,1
Brown & Null (6 Suits),9,1
Brown & Light Pink (6 Suits),8,1
Rainbow & Light Pink (6 Suits),7,1
White & Prism (6 Suits),6,1
Pink & Brown (6 Suits),5,1
White & Null (6 Suits),5,1
White & Muddy Rainbow (6 Suits),3,1
Brown & Muddy Rainbow (6 Suits),3,1
Omni & Null (6 Suits),3,1
Omni & Light Pink (6 Suits),3,1
Pink & White (6 Suits),2,1
Rainbow & Prism (6 Suits),2,1
Null (6 Suits),2,1
Pink & Light Pink (6 Suits),2,1
White & Brown (6 Suits),2,1
White & Omni (6 Suits),2,1
White & Light Pink (6 Suits),2,1
Omni & Prism (6 Suits),2,1
Pink & Omni (6 Suits),1,1
Up or Down & Prism (6 Suits),1,1
Rainbow-Ones & Prism (6 Suits),1,1
Brown & Omni (6 Suits),1,1
Pink (6 Suits),1,1
Omni & Muddy Rainbow (6 Suits),1,1
