player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,16,6,2.67
Aluap,antitelharsic,11,3,3.67
Amy2,wump,5,2,2.50
Amy2,Nitrate2,0,0,NA
anser,nukelauncher,9,4,2.25
anser,william65537,3,2,1.50
asaelr,scharkbite,6,3,2.00
avanderwalde,rkass,7,3,2.33
BlueNovember,Pantheia,24,5,4.80
BlueNovember,Crux,15,5,3.00
ChristopheAF,Lanvin,15,4,3.75
Dr_Kakashi,kimbifille,15,8,1.88
Dr_Kakashi,IAMJEFF,65,14,4.64
Dr_Kakashi,asaelr,10,2,5.00
Dr_Kakashi,Floriman,10,5,2.00
Dr_Kakashi,Kyle,24,5,4.80
Dr_Kakashi,Valetta6789,21,2,10.50
Dr_Kakashi,scharkbite,16,8,2.00
Dr_Kakashi,RaKXeR,17,4,4.25
Dr_Kakashi,micerang,5,3,1.67
Dr_Kakashi,Fireheart,32,8,4.00
Dr_Kakashi,Livia,23,9,2.56
Durandal,HelanaAshryvr,7,2,3.50
Durandal,Lanvin,8,0,NA
Durandal,squirrel1988,2,0,NA
emilyzhao,squidgetx,9,3,3.00
Fireheart,Valetta6789,38,10,3.80
Fireheart,Kyle,22,9,2.44
Fireheart,micerang,9,4,2.25
Fireheart,Zamiel,14,6,2.33
Fireheart,asaelr,15,8,1.88
Fireheart,Livia,36,9,4.00
Fireheart,scharkbite,13,7,1.86
Fireheart,IAMJEFF,51,13,3.92
Floriman,kimbifille,11,5,2.20
Floriman,Kyle,8,3,2.67
Floriman,Valetta6789,7,3,2.33
Floriman,asaelr,11,0,NA
Floriman,florrat2,0,0,NA
Floriman,RaKXeR,4,1,4.00
Floriman,scharkbite,7,4,1.75
florrat2,timotree,0,0,NA
florrat2,postmans,0,0,NA
florrat2,sankala,0,0,NA
HelanaAshryvr,Lanvin,31,14,2.21
HelanaAshryvr,squirrel1988,9,4,2.25
IAMJEFF,kimbifille,13,10,1.30
IAMJEFF,Zamiel,1,1,1.00
IAMJEFF,asaelr,22,9,2.44
IAMJEFF,Valetta6789,35,7,5.00
IAMJEFF,scharkbite,29,9,3.22
indego,melwen,6,4,1.50
Jake_Stiles,solarstar92,3,1,3.00
jh,lh,44,9,4.89
kimbifille,pianoblook,35,21,1.67
kimbifille,piper,22,13,1.69
kimbifille,kooolant,27,5,5.40
Kyle,asaelr,7,1,7.00
Kyle,scharkbite,8,2,4.00
Kyle,Zamiel,39,7,5.57
Kyle,micerang,8,4,2.00
Kyle,TimeHoodie,9,3,3.00
Lanvin,melwen,27,9,3.00
Lanvin,VerySloppyTwo,28,11,2.55
Lanvin,indego,4,2,2.00
Lanvin,dobi,4,1,4.00
Lanvin,Lel0uch,12,4,3.00
Lanvin,Wittvector,9,2,4.50
Lanvin,jack67889,17,4,4.25
Lanvin,MangoPie,18,6,3.00
Lanvin,rz,13,5,2.60
Lanvin,squirrel1988,9,5,1.80
Lel0uch,indego,17,6,2.83
Lel0uch,melwen,19,9,2.11
Lel0uch,MarkusKahlsen,0,0,NA
Lel0uch,derekcheah,6,4,1.50
Lel0uch,squirrel1988,6,1,6.00
Lel0uch,frosty104,10,7,1.43
Libster,sjdrodge,6,1,6.00
Libster,timotree,0,0,NA
Libster,Valetta6789,3,1,3.00
Libster,florrat2,10,4,2.50
Libster,RaKXeR,9,1,9.00
Libster,sankala,0,0,NA
Libster,Zamiel,5,2,2.50
Libster,NoMercy,2,2,1.00
Libster,Razvogor,6,3,2.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,18,4,4.50
Libster,NotRaKXeR,0,0,NA
Livia,invarse,6,1,6.00
melwen,ntinta,3,1,3.00
melwen,scharkbite,16,7,2.29
melwen,squirrel1988,5,2,2.50
melwen,sephiroth,6,2,3.00
micerang,scharkbite,19,7,2.71
NoMercy,florrat2,0,0,NA
NoMercy,Zamiel,4,2,2.00
Pablo-,nitawa,12,5,2.40
pianoblook,piper,29,14,2.07
RaKXeR,florrat2,3,1,3.00
RaKXeR,Valetta6789,0,0,NA
RaKXeR,Zamiel,10,1,10.00
Razvogor,florrat2,4,1,4.00
rz,wump,9,4,2.25
Sh,jh,44,9,4.89
Sh,lh,44,9,4.89
Syrah,scepheo,40,17,2.35
Syrah,mugsly,40,17,2.35
TheDaniMan,indego,2,1,2.00
TheDaniMan,doeo,20,9,2.22
TheDaniMan,lilyxy,26,12,2.17
TimeHoodie,kimbifille,9,2,4.50
TimeHoodie,melwen,8,6,1.33
Valetta6789,florrat2,2,0,NA
VerySloppyTwo,sephiroth,9,5,1.80
Zamiel,kimbifille,18,4,4.50
Zamiel,micerang,16,6,2.67
Zamiel,scharkbite,32,12,2.67
Zamiel,florrat2,13,2,6.50
Zamiel,sankala,5,3,1.67
