variant,attempts,won
White Reversed (6 Suits),64,1
Black (6 Suits),18,1
Rainbow (5 Suits),13,1
Rainbow (6 Suits),10,1
Dark Rainbow (6 Suits),10,1
4 Suits,6,1
Color Blind (5 Suits),6,1
Rainbow (4 Suits),5,1
Color Blind (6 Suits),4,1
Pink-Fives (6 Suits),4,1
Ambiguous (6 Suits),3,1
Ambiguous (4 Suits),3,1
No Variant,2,1
6 Suits,2,1
Dual-Color (6 Suits),2,1
White (6 Suits),1,1
Ambiguous & White (5 Suits),1,1
Black & Dark Rainbow (6 Suits),95,0
3 Suits,15,0
Up or Down (5 Suits),6,0
Reversed (6 Suits),6,0
Black & Rainbow (6 Suits),5,0
Dual-Color & Rainbow (6 Suits),4,0
Very Ambiguous (6 Suits),4,0
Pink-Fives (5 Suits),4,0
Color Blind (4 Suits),3,0
Duck (6 Suits),3,0
Dark Brown (6 Suits),3,0
Pink-Fives & Rainbow (5 Suits),2,0
Black (5 Suits),2,0
Pink-Fives & Rainbow (6 Suits),2,0
Dual-Color & Rainbow (4 Suits),2,0
Up or Down (6 Suits),2,0
Null (6 Suits),2,0
Null (5 Suits),2,0
Clue Starved (6 Suits),1,0
Dark Rainbow (5 Suits),1,0
Brown (5 Suits),1,0
Omni (6 Suits),1,0
Black & White (6 Suits),1,0
Ambiguous Mix,1,0
Throw It in a Hole (6 Suits),1,0
Up or Down & Rainbow (6 Suits),1,0
Up or Down & Pink (6 Suits),1,0
Rainbow & Pink (4 Suits),1,0
White & Brown (4 Suits),1,0
