player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,114,18,6.33
Aluap,antitelharsic,59,11,5.36
Amy2,wump,15,3,5.00
Amy2,Nitrate2,12,1,12.00
anser,nukelauncher,92,11,8.36
anser,william65537,15,3,5.00
asaelr,scharkbite,48,12,4.00
avanderwalde,rkass,137,32,4.28
BlueNovember,Pantheia,109,12,9.08
BlueNovember,Crux,69,9,7.67
ChristopheAF,Lanvin,117,20,5.85
Dr_Kakashi,kimbifille,115,20,5.75
Dr_Kakashi,IAMJEFF,100,25,4.00
Dr_Kakashi,asaelr,38,13,2.92
Dr_Kakashi,Floriman,45,11,4.09
Dr_Kakashi,Kyle,60,10,6.00
Dr_Kakashi,Valetta6789,56,11,5.09
Dr_Kakashi,scharkbite,57,10,5.70
Dr_Kakashi,RaKXeR,26,6,4.33
Dr_Kakashi,micerang,77,21,3.67
Dr_Kakashi,Fireheart,65,8,8.12
Dr_Kakashi,Livia,57,5,11.40
Durandal,HelanaAshryvr,12,4,3.00
Durandal,Lanvin,13,2,6.50
Durandal,squirrel1988,2,0,NA
emilyzhao,squidgetx,67,14,4.79
Fireheart,Valetta6789,174,46,3.78
Fireheart,Kyle,92,20,4.60
Fireheart,micerang,51,12,4.25
Fireheart,Zamiel,129,6,21.50
Fireheart,asaelr,70,16,4.38
Fireheart,Livia,75,14,5.36
Fireheart,scharkbite,98,12,8.17
Fireheart,IAMJEFF,193,32,6.03
Floriman,kimbifille,70,13,5.38
Floriman,Kyle,62,17,3.65
Floriman,Valetta6789,40,13,3.08
Floriman,asaelr,48,10,4.80
Floriman,florrat2,6,1,6.00
Floriman,RaKXeR,15,2,7.50
Floriman,scharkbite,41,10,4.10
florrat2,timotree,2,0,NA
florrat2,postmans,7,0,NA
florrat2,sankala,9,1,9.00
HelanaAshryvr,Lanvin,40,3,13.33
HelanaAshryvr,squirrel1988,32,3,10.67
IAMJEFF,kimbifille,32,6,5.33
IAMJEFF,Zamiel,43,7,6.14
IAMJEFF,asaelr,61,10,6.10
IAMJEFF,Valetta6789,87,22,3.95
IAMJEFF,scharkbite,61,10,6.10
indego,melwen,31,1,31.00
Jake_Stiles,solarstar92,7,1,7.00
jh,lh,163,17,9.59
kimbifille,pianoblook,124,49,2.53
kimbifille,piper,141,55,2.56
kimbifille,kooolant,87,15,5.80
Kyle,asaelr,44,9,4.89
Kyle,scharkbite,61,8,7.62
Kyle,Zamiel,76,10,7.60
Kyle,micerang,72,17,4.24
Kyle,TimeHoodie,29,8,3.62
Lanvin,melwen,45,8,5.62
Lanvin,VerySloppyTwo,66,19,3.47
Lanvin,indego,42,6,7.00
Lanvin,dobi,65,12,5.42
Lanvin,Lel0uch,44,13,3.38
Lanvin,Wittvector,49,9,5.44
Lanvin,jack67889,60,18,3.33
Lanvin,MangoPie,51,12,4.25
Lanvin,rz,54,12,4.50
Lanvin,squirrel1988,24,3,8.00
Lel0uch,indego,79,7,11.29
Lel0uch,melwen,100,28,3.57
Lel0uch,MarkusKahlsen,17,10,1.70
Lel0uch,derekcheah,85,17,5.00
Lel0uch,squirrel1988,24,10,2.40
Lel0uch,frosty104,27,7,3.86
Libster,sjdrodge,19,7,2.71
Libster,timotree,2,2,1.00
Libster,Valetta6789,19,6,3.17
Libster,florrat2,57,16,3.56
Libster,RaKXeR,47,7,6.71
Libster,sankala,8,1,8.00
Libster,Zamiel,75,9,8.33
Libster,NoMercy,14,4,3.50
Libster,Razvogor,21,3,7.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,25,7,3.57
Libster,NotRaKXeR,3,1,3.00
Livia,invarse,20,3,6.67
melwen,ntinta,18,4,4.50
melwen,scharkbite,91,11,8.27
melwen,squirrel1988,23,11,2.09
melwen,sephiroth,65,4,16.25
micerang,scharkbite,39,10,3.90
NoMercy,florrat2,6,1,6.00
NoMercy,Zamiel,57,4,14.25
Pablo-,nitawa,111,22,5.05
pianoblook,piper,126,50,2.52
RaKXeR,florrat2,23,7,3.29
RaKXeR,Valetta6789,16,3,5.33
RaKXeR,Zamiel,14,4,3.50
Razvogor,florrat2,15,2,7.50
rz,wump,50,14,3.57
Sh,jh,163,17,9.59
Sh,lh,163,17,9.59
Syrah,scepheo,157,30,5.23
Syrah,mugsly,156,30,5.20
TheDaniMan,indego,52,7,7.43
TheDaniMan,doeo,104,17,6.12
TheDaniMan,lilyxy,154,24,6.42
TimeHoodie,kimbifille,34,8,4.25
TimeHoodie,melwen,71,7,10.14
Valetta6789,florrat2,3,1,3.00
VerySloppyTwo,sephiroth,59,4,14.75
Zamiel,kimbifille,47,10,4.70
Zamiel,micerang,63,15,4.20
Zamiel,scharkbite,100,11,9.09
Zamiel,florrat2,70,9,7.78
Zamiel,sankala,3,1,3.00
