variant,attempts,won
Black & Pink (6 Suits),10,1
Gray (6 Suits),8,1
Special Mix (6 Suits),7,1
Dark Omni (6 Suits),7,1
Black & Brown (6 Suits),4,1
Black & Null (6 Suits),4,1
Rainbow-Ones & Dark Brown (6 Suits),2,1
Brown & Dark Rainbow (6 Suits),2,1
Gray Pink (6 Suits),1,1
Black (6 Suits),1,1
Black & Rainbow (6 Suits),1,1
Rainbow & Gray (6 Suits),1,1
Rainbow & Gray Pink (6 Suits),3,0
Pink & Gray (6 Suits),2,0
Black & Light Pink (6 Suits),2,0
Black & White (6 Suits),1,0
Dark Brown (6 Suits),1,0
Dark Rainbow (6 Suits),1,0
Null & Cocoa Rainbow (6 Suits),1,0
