variant,attempts,won
No Variant,9,1
Pink (5 Suits),2,1
White & Brown (5 Suits),2,1
Clue Starved & Prism (5 Suits),2,1
Pink & Omni (5 Suits),1,1
White (5 Suits),1,1
Omni-Fives & Muddy Rainbow (5 Suits),1,1
Pink-Ones (5 Suits),1,1
Clue Starved & Rainbow (5 Suits),1,1
Null-Fives (5 Suits),1,1
Throw It in a Hole & Rainbow (5 Suits),1,1
Up or Down (5 Suits),11,0
Ambiguous & Rainbow (5 Suits),2,0
Rainbow (5 Suits),2,0
Rainbow-Ones & Rainbow (5 Suits),2,0
Pink & Brown (5 Suits),1,0
Brown & Omni (5 Suits),1,0
Omni-Ones & Null (5 Suits),1,0
