variant,attempts,won
Rainbow (6 Suits),4,1
White (6 Suits),2,1
Cocoa Rainbow (6 Suits),2,1
Dark Prism (6 Suits),2,1
Dark Brown (6 Suits),1,1
Dual-Color (6 Suits),1,1
Clue Starved (6 Suits),1,1
Gray (6 Suits),6,0
Black & Gray (6 Suits),4,0
Black & Dark Omni (6 Suits),3,0
Up or Down & Rainbow (6 Suits),2,0
Black & White (6 Suits),2,0
Dark Rainbow (6 Suits),2,0
Null (6 Suits),1,0
Dual-Color & Black (6 Suits),1,0
Pink (6 Suits),1,0
Dark Rainbow & Gray (6 Suits),1,0
Black & Dark Prism (6 Suits),1,0
Up or Down (6 Suits),1,0
Black & Prism (6 Suits),1,0
