variant,attempts,won
Black & Brown (6 Suits),34,1
Light Pink & Dark Rainbow (6 Suits),18,1
Rainbow & Dark Pink (5 Suits),16,1
Brown & Dark Rainbow (6 Suits),14,1
Black Reversed (5 Suits),13,1
White-Ones & White (6 Suits),12,1
Dark Rainbow Reversed (5 Suits),11,1
White Reversed (5 Suits),9,1
Rainbow & Light Pink (5 Suits),8,1
Color Blind (6 Suits),8,1
Pink & Prism (4 Suits),7,1
Pink & Prism (3 Suits),7,1
White & Dark Rainbow (5 Suits),7,1
White & Dark Rainbow (6 Suits),7,1
Rainbow & Gray Pink (5 Suits),7,1
Number Blind (5 Suits),7,1
Ambiguous & Dark Rainbow (5 Suits),7,1
Gray (6 Suits),6,1
Pink & Brown (6 Suits),6,1
White & Prism (6 Suits),6,1
Rainbow-Ones & Brown (4 Suits),6,1
Brown-Ones & Rainbow (5 Suits),5,1
Black & Omni (5 Suits),5,1
White & Light Pink (5 Suits),5,1
Brown & Muddy Rainbow (4 Suits),5,1
Omni-Fives & White (4 Suits),5,1
Dual-Color & Black (6 Suits),5,1
Prism & Gray (6 Suits),5,1
Prism & Dark Omni (6 Suits),5,1
Rainbow & Pink (6 Suits),4,1
Pink & White (4 Suits),4,1
White & Prism (5 Suits),4,1
White & Omni (5 Suits),4,1
White-Ones & Rainbow (5 Suits),4,1
White-Ones & Rainbow (6 Suits),4,1
White-Ones & Brown (5 Suits),4,1
Dual-Color & Prism (4 Suits),4,1
Light-Pink-Fives (5 Suits),4,1
Number Blind (6 Suits),4,1
Rainbow & Dark Prism (6 Suits),4,1
Light-Pink-Ones & Rainbow (3 Suits),4,1
White-Ones & Muddy Rainbow (6 Suits),4,1
Rainbow Reversed (4 Suits),3,1
White-Ones & Brown (3 Suits),3,1
White-Ones & Brown (4 Suits),3,1
White & Dark Prism (6 Suits),3,1
White & Dark Pink (6 Suits),3,1
Color Blind (4 Suits),3,1
Null-Ones & Rainbow (3 Suits),3,1
Omni-Fives & Prism (3 Suits),3,1
Brown-Ones & Omni (5 Suits),3,1
White-Fives & White (3 Suits),3,1
Rainbow & Prism (3 Suits),2,1
White & Brown (5 Suits),2,1
White & Prism (4 Suits),2,1
White-Ones & Prism (6 Suits),2,1
White & Muddy Rainbow (3 Suits),2,1
Up or Down (5 Suits),2,1
Rainbow & Dark Omni (6 Suits),2,1
Brown & Dark Prism (6 Suits),2,1
Brown-Fives & Rainbow (4 Suits),2,1
Light-Pink-Fives (4 Suits),2,1
Color Blind (3 Suits),2,1
Number Blind (4 Suits),2,1
Number Blind (3 Suits),2,1
Light-Pink-Ones & White (4 Suits),2,1
Muddy Rainbow & Dark Prism (5 Suits),2,1
White-Fives & White (5 Suits),2,1
Brown & Gray (6 Suits),2,1
Rainbow & Prism (5 Suits),1,1
Pink & White (5 Suits),1,1
Pink & White (3 Suits),1,1
White & Prism (3 Suits),1,1
Brown & Omni (3 Suits),1,1
Brown & Prism (5 Suits),1,1
Brown & Light Pink (4 Suits),1,1
White-Ones (6 Suits),1,1
White-Ones & Prism (3 Suits),1,1
White-Ones & Prism (4 Suits),1,1
White-Ones & Prism (5 Suits),1,1
White-Ones & Rainbow (3 Suits),1,1
White-Ones (5 Suits),1,1
White-Ones & White (3 Suits),1,1
White-Ones & White (4 Suits),1,1
Dual-Color & Brown (4 Suits),1,1
Dual-Color & Brown (6 Suits),1,1
Brown-Ones & Rainbow (4 Suits),1,1
Light-Pink-Fives & Prism (3 Suits),1,1
Pink-Ones & Brown (3 Suits),1,1
Light-Pink-Fives (3 Suits),1,1
Totally Blind (6 Suits),1,1
Totally Blind (5 Suits),1,1
Totally Blind (3 Suits),1,1
Color Blind (5 Suits),1,1
Dual-Color & Muddy Rainbow (4 Suits),1,1
Dual-Color & Muddy Rainbow (6 Suits),1,1
Ambiguous & Brown (5 Suits),1,1
Alternating Clues (4 Suits),1,1
White-Fives & Brown (3 Suits),1,1
Brown-Ones & Muddy Rainbow (5 Suits),1,1
Muddy-Rainbow-Fives & Brown (4 Suits),1,1
Pink-Fives & Muddy Rainbow (4 Suits),1,1
Muddy Rainbow & Dark Rainbow (6 Suits),1,1
Very Ambiguous & White (4 Suits),1,1
Deceptive-Fives (5 Suits),1,1
White-Fives & Rainbow (5 Suits),1,1
White-Fives & White (4 Suits),1,1
Prism & Dark Rainbow (6 Suits),15,0
Ambiguous & Dual-Color,12,0
