player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,16,6,2.67
Aluap,antitelharsic,9,3,3.00
Amy2,wump,7,1,7.00
Amy2,Nitrate2,15,2,7.50
anser,nukelauncher,17,2,8.50
anser,william65537,1,0,NA
asaelr,scharkbite,28,3,9.33
avanderwalde,rkass,35,11,3.18
BlueNovember,Pantheia,9,2,4.50
BlueNovember,Crux,4,1,4.00
ChristopheAF,Lanvin,60,11,5.45
Dr_Kakashi,kimbifille,44,10,4.40
Dr_Kakashi,IAMJEFF,23,4,5.75
Dr_Kakashi,asaelr,45,8,5.62
Dr_Kakashi,Floriman,38,11,3.45
Dr_Kakashi,Kyle,28,6,4.67
Dr_Kakashi,Valetta6789,24,4,6.00
Dr_Kakashi,scharkbite,28,7,4.00
Dr_Kakashi,RaKXeR,10,2,5.00
Dr_Kakashi,micerang,25,5,5.00
Dr_Kakashi,Fireheart,26,4,6.50
Dr_Kakashi,Livia,44,3,14.67
Durandal,HelanaAshryvr,6,0,NA
Durandal,Lanvin,7,0,NA
Durandal,squirrel1988,5,0,NA
emilyzhao,squidgetx,33,4,8.25
Fireheart,Valetta6789,26,4,6.50
Fireheart,Kyle,17,4,4.25
Fireheart,micerang,18,5,3.60
Fireheart,Zamiel,19,2,9.50
Fireheart,asaelr,11,4,2.75
Fireheart,Livia,17,4,4.25
Fireheart,scharkbite,22,5,4.40
Fireheart,IAMJEFF,14,6,2.33
Floriman,kimbifille,30,11,2.73
Floriman,Kyle,55,14,3.93
Floriman,Valetta6789,30,8,3.75
Floriman,asaelr,33,7,4.71
Floriman,florrat2,125,2,62.50
Floriman,RaKXeR,6,2,3.00
Floriman,scharkbite,48,9,5.33
florrat2,timotree,55,1,55.00
florrat2,postmans,16,1,16.00
florrat2,sankala,47,2,23.50
HelanaAshryvr,Lanvin,53,9,5.89
HelanaAshryvr,squirrel1988,11,2,5.50
IAMJEFF,kimbifille,12,4,3.00
IAMJEFF,Zamiel,9,0,NA
IAMJEFF,asaelr,8,1,8.00
IAMJEFF,Valetta6789,29,0,NA
IAMJEFF,scharkbite,17,5,3.40
indego,melwen,52,4,13.00
Jake_Stiles,solarstar92,2,0,NA
jh,lh,0,0,NA
kimbifille,pianoblook,34,7,4.86
kimbifille,piper,15,4,3.75
kimbifille,kooolant,53,5,10.60
Kyle,asaelr,28,6,4.67
Kyle,scharkbite,62,10,6.20
Kyle,Zamiel,19,2,9.50
Kyle,micerang,35,4,8.75
Kyle,TimeHoodie,47,8,5.88
Lanvin,melwen,55,12,4.58
Lanvin,VerySloppyTwo,34,4,8.50
Lanvin,indego,86,13,6.62
Lanvin,dobi,27,6,4.50
Lanvin,Lel0uch,42,7,6.00
Lanvin,Wittvector,30,7,4.29
Lanvin,jack67889,38,9,4.22
Lanvin,MangoPie,48,11,4.36
Lanvin,rz,49,10,4.90
Lanvin,squirrel1988,29,4,7.25
Lel0uch,indego,67,7,9.57
Lel0uch,melwen,35,7,5.00
Lel0uch,MarkusKahlsen,9,5,1.80
Lel0uch,derekcheah,43,10,4.30
Lel0uch,squirrel1988,8,1,8.00
Lel0uch,frosty104,35,13,2.69
Libster,sjdrodge,10,2,5.00
Libster,timotree,54,1,54.00
Libster,Valetta6789,8,3,2.67
Libster,florrat2,21,2,10.50
Libster,RaKXeR,17,2,8.50
Libster,sankala,2,2,1.00
Libster,Zamiel,37,4,9.25
Libster,NoMercy,11,1,11.00
Libster,Razvogor,12,0,NA
Libster,frog-kun,0,0,NA
Libster,Razgovor,25,3,8.33
Libster,NotRaKXeR,1,1,1.00
Livia,invarse,2,2,1.00
melwen,ntinta,10,1,10.00
melwen,scharkbite,71,11,6.45
melwen,squirrel1988,8,4,2.00
melwen,sephiroth,56,9,6.22
micerang,scharkbite,43,8,5.38
NoMercy,florrat2,13,1,13.00
NoMercy,Zamiel,15,2,7.50
Pablo-,nitawa,20,2,10.00
pianoblook,piper,47,10,4.70
RaKXeR,florrat2,9,2,4.50
RaKXeR,Valetta6789,7,2,3.50
RaKXeR,Zamiel,12,1,12.00
Razvogor,florrat2,1,0,NA
rz,wump,20,6,3.33
Sh,jh,0,0,NA
Sh,lh,0,0,NA
Syrah,scepheo,8,2,4.00
Syrah,mugsly,11,1,11.00
TheDaniMan,indego,21,3,7.00
TheDaniMan,doeo,8,1,8.00
TheDaniMan,lilyxy,11,2,5.50
TimeHoodie,kimbifille,45,6,7.50
TimeHoodie,melwen,59,15,3.93
Valetta6789,florrat2,159,2,79.50
VerySloppyTwo,sephiroth,21,5,4.20
Zamiel,kimbifille,19,4,4.75
Zamiel,micerang,41,4,10.25
Zamiel,scharkbite,52,4,13.00
Zamiel,florrat2,15,1,15.00
Zamiel,sankala,2,1,2.00
