variant,attempts,won
Black & Brown (6 Suits),15,1
Alternating Clues & White (6 Suits),14,1
Black & White (6 Suits),10,1
White Reversed (6 Suits),9,1
Dark Rainbow (6 Suits),8,1
Rainbow & Omni (6 Suits),6,1
Brown-Fives & Gray (6 Suits),6,1
Gray (6 Suits),5,1
Dark Brown (6 Suits),5,1
Pink & White (6 Suits),5,1
Null-Fives & Brown (6 Suits),5,1
Cocoa Rainbow (6 Suits),5,1
White-Ones & Muddy Rainbow (6 Suits),3,1
Up or Down (6 Suits),2,1
Light Pink (6 Suits),2,1
Rainbow & White (6 Suits),2,1
Dark Omni (6 Suits),2,1
Rainbow & Pink (6 Suits),2,1
White & Brown (6 Suits),2,1
Up or Down & Rainbow (6 Suits),2,1
Black & Omni (6 Suits),18,0
Dark Rainbow & Gray (6 Suits),13,0
Muddy Rainbow (6 Suits),4,0
Null (6 Suits),2,0
Throw It in a Hole (6 Suits),1,0
Up or Down & White (6 Suits),1,0
Gray Pink (6 Suits),1,0
Gray Reversed (6 Suits),1,0
