variant,attempts,won
Black (6 Suits),9,1
Black & Rainbow (6 Suits),6,1
White & Dark Rainbow (6 Suits),3,1
Gray (6 Suits),2,1
Up or Down & Omni (6 Suits),2,1
Rainbow (6 Suits),1,1
White (6 Suits),1,1
Pink & Dark Rainbow (6 Suits),5,0
Dual-Color & Rainbow (6 Suits),4,0
Up or Down & Null (6 Suits),3,0
Pink-Fives & Rainbow (6 Suits),2,0
Light-Pink-Fives & Pink (6 Suits),2,0
6 Suits,1,0
Dark Brown (6 Suits),1,0
Null (6 Suits),1,0
Up or Down (6 Suits),1,0
Pink (6 Suits),1,0
Omni (6 Suits),1,0
Black & White (6 Suits),1,0
Color Mute (6 Suits),1,0
Up or Down & Brown (6 Suits),1,0
Dual-Color Mix,1,0
Black & Muddy Rainbow (6 Suits),1,0
Clue Starved (6 Suits),1,0
