variant,attempts,won
Light Pink (5 Suits),4,1
Light-Pink-Ones (5 Suits),3,1
Light-Pink-Ones & Pink (5 Suits),3,1
Null (5 Suits),2,1
Brown (5 Suits),1,1
No Variant,19,0
Clue Starved (5 Suits),4,0
Up or Down & Pink (5 Suits),3,0
Null-Ones & Brown (5 Suits),3,0
White & Light Pink (5 Suits),2,0
Null-Ones (5 Suits),2,0
Throw It in a Hole (5 Suits),1,0
Throw It in a Hole & Rainbow (5 Suits),1,0
Muddy Rainbow (5 Suits),1,0
Throw It in a Hole & Light Pink (5 Suits),1,0
White-Ones & Rainbow (5 Suits),1,0
Pink-Ones (5 Suits),1,0
Reversed (5 Suits),1,0
