variant,attempts,won
Gray (5 Suits),7,1
Rainbow & Dark Prism (5 Suits),3,1
Brown & Cocoa Rainbow (5 Suits),3,1
Prism & Gray Pink (5 Suits),3,1
White & Dark Pink (5 Suits),1,1
Pink & Dark Prism (5 Suits),12,0
Dark Brown (5 Suits),3,0
Special Mix (5 Suits),3,0
Muddy Rainbow & Dark Pink (5 Suits),3,0
Brown-Ones & Dark Omni (5 Suits),2,0
Omni & Cocoa Rainbow (5 Suits),2,0
Rainbow & Dark Pink (5 Suits),2,0
Dark Omni (5 Suits),2,0
Black & Pink (5 Suits),1,0
Muddy Rainbow & Dark Prism (5 Suits),1,0
Dark Null (5 Suits),1,0
White & Dark Rainbow (5 Suits),1,0
Pink & Gray Pink (5 Suits),1,0
Rainbow & Dark Brown (5 Suits),1,0
Dark Prism Reversed (5 Suits),1,0
Omni & Dark Brown (5 Suits),1,0
