variant,attempts,won
Gray & Dark Null (6 Suits),92,1
Dark Pink & Dark Brown (6 Suits),91,1
Black & Dark Null (6 Suits),87,1
Special Mix (6 Suits),80,1
Black & Dark Pink (6 Suits),75,1
Dark Pink & Gray (6 Suits),62,1
Pink & Dark Null (6 Suits),49,1
Dark Rainbow & Dark Omni (6 Suits),49,1
Dark Brown & Dark Null (6 Suits),42,1
Dark Omni & Dark Null (6 Suits),34,1
Dark Rainbow & Dark Null (6 Suits),32,1
Black & Dark Brown (6 Suits),27,1
Pink & Dark Omni (6 Suits),24,1
Omni & Dark Null (6 Suits),23,1
Dark Brown & Dark Omni (6 Suits),21,1
Dark Pink & Dark Null (6 Suits),16,1
Gray & Dark Brown (6 Suits),16,1
Null-Fives & White (6 Suits),16,1
Clue Starved (6 Suits),15,1
Null & Dark Omni (6 Suits),14,1
Dark Pink & Dark Omni (6 Suits),14,1
Dark Rainbow & Dark Pink (6 Suits),13,1
Brown & Muddy Rainbow (6 Suits),13,1
Rainbow-Ones & Pink (6 Suits),12,1
Black & Dark Omni (6 Suits),12,1
Brown & Dark Null (6 Suits),11,1
Null-Fives & Rainbow (6 Suits),11,1
Gray Pink (6 Suits),10,1
Rainbow & Null (6 Suits),10,1
White & Dark Null (6 Suits),10,1
Null & Gray (6 Suits),10,1
Dark Rainbow & Dark Brown (6 Suits),10,1
Black (6 Suits),9,1
Null & Dark Rainbow (6 Suits),9,1
Rainbow-Ones (6 Suits),8,1
Pink & Dark Brown (6 Suits),8,1
Number Mute (6 Suits),8,1
Omni & Null (6 Suits),7,1
Dark Null (6 Suits),7,1
Gray & Dark Omni (6 Suits),7,1
Pink-Fives & Rainbow (6 Suits),6,1
Black & Null (6 Suits),6,1
Null & Dark Brown (6 Suits),6,1
Rainbow & Dark Brown (6 Suits),6,1
Rainbow & Omni (6 Suits),5,1
Light Pink (6 Suits),5,1
Dual-Color & Rainbow (6 Suits),5,1
Black & Muddy Rainbow (6 Suits),5,1
White & Null (6 Suits),4,1
Null & Dark Pink (6 Suits),4,1
Up or Down & Null (6 Suits),4,1
Null-Fives (6 Suits),3,1
Up or Down & Light Pink (6 Suits),3,1
Brown (6 Suits),2,1
Rainbow & White (6 Suits),2,1
Muddy Rainbow (6 Suits),2,1
Pink-Fives (6 Suits),2,1
Pink & Null (6 Suits),1,1
Brown & Null (6 Suits),1,1
Rainbow & Dark Null (6 Suits),1,1
Light-Pink-Ones & Muddy Rainbow (6 Suits),1,1
Up or Down & Prism (6 Suits),1,1
Cocoa Rainbow (6 Suits),20,0
Black & Rainbow (6 Suits),15,0
Omni & Dark Rainbow (6 Suits),15,0
Dark Brown (6 Suits),10,0
Light-Pink-Fives & Dark Null (6 Suits),8,0
Black & Dark Rainbow (6 Suits),7,0
Null-Fives & Brown (6 Suits),6,0
Null (6 Suits),4,0
Alternating Clues (6 Suits),4,0
Omni & Dark Brown (6 Suits),3,0
Rainbow-Ones & Dark Prism (6 Suits),3,0
Brown-Ones & Dark Prism (6 Suits),2,0
Pink & Omni (6 Suits),1,0
