variant,attempts,won
Dark Null (6 Suits),15,1
Black & Dark Rainbow (6 Suits),7,1
Deceptive-Ones & Prism (6 Suits),3,1
Rainbow-Ones & Black (6 Suits),2,1
Black (6 Suits),1,1
Cocoa Rainbow (6 Suits),1,1
White & Omni (6 Suits),1,1
Light-Pink-Fives & Rainbow (6 Suits),1,1
Dual-Color & Gray (6 Suits),1,1
Black & Dark Pink (6 Suits),12,0
Black & Null (6 Suits),8,0
Dual-Color & Dark Prism (6 Suits),5,0
Rainbow & Omni (6 Suits),3,0
Brown & Dark Omni (6 Suits),3,0
Clue Starved & Brown (6 Suits),3,0
Up or Down & Prism (6 Suits),2,0
Up or Down & Brown (6 Suits),1,0
Up or Down & Muddy Rainbow (6 Suits),1,0
