variant,attempts,won
Rainbow & Dark Null (5 Suits),15,1
Pink-Ones & Gray (5 Suits),7,1
Dark Rainbow (5 Suits),6,1
Dark Null (5 Suits),5,1
Pink & Dark Rainbow (5 Suits),5,1
Pink & Gray (5 Suits),4,1
Black & Null (5 Suits),3,1
White-Ones & Black (5 Suits),2,1
Black & Omni (5 Suits),2,1
Black & Brown (5 Suits),2,1
Special Mix (5 Suits),1,1
Black & Light Pink (5 Suits),1,1
Black & Muddy Rainbow (5 Suits),1,1
Dark Brown (5 Suits),1,1
Rainbow & Gray (5 Suits),1,1
Black & Pink (5 Suits),1,1
Black & White (5 Suits),1,1
White & Dark Pink (5 Suits),1,1
White & Dark Rainbow (5 Suits),1,1
Dark Prism (5 Suits),5,0
Light Pink & Dark Rainbow (5 Suits),2,0
Pink & Dark Null (5 Suits),2,0
