variant,attempts,won
Black & Omni (5 Suits),39,1
Black & Prism (5 Suits),18,1
Black & Pink (5 Suits),13,1
White-Ones & Dark Null (5 Suits),13,1
Rainbow & Cocoa Rainbow (5 Suits),11,1
White-Ones & Dark Pink (5 Suits),9,1
Dark Rainbow (5 Suits),8,1
Dark Pink (5 Suits),7,1
Rainbow & Dark Brown (5 Suits),7,1
Dark Brown (5 Suits),6,1
Dark Prism (5 Suits),6,1
Black & Rainbow (5 Suits),6,1
Black & Brown (5 Suits),6,1
Gray Pink (5 Suits),5,1
Rainbow & Dark Omni (5 Suits),5,1
White-Ones & Dark Brown (5 Suits),5,1
White-Ones & Dark Prism (5 Suits),5,1
Black & White (5 Suits),4,1
Dark Null (5 Suits),4,1
Black & Light Pink (5 Suits),4,1
Rainbow & Gray (5 Suits),4,1
White & Dark Omni (5 Suits),4,1
Cocoa Rainbow (5 Suits),3,1
Muddy-Rainbow-Ones & Black (5 Suits),3,1
White-Ones & Dark Rainbow (5 Suits),3,1
White-Ones & Gray (5 Suits),3,1
White-Ones & Dark Omni (5 Suits),3,1
Ambiguous & Black (5 Suits),3,1
Dark Omni (5 Suits),2,1
Brown-Ones & Dark Prism (5 Suits),2,1
White-Ones & Gray Pink (5 Suits),2,1
White-Ones & Black (5 Suits),1,1
Gray (5 Suits),1,1
Black & Muddy Rainbow (5 Suits),1,1
Rainbow & Dark Pink (5 Suits),1,1
Rainbow & Gray Pink (5 Suits),1,1
Rainbow & Dark Prism (5 Suits),1,1
Black & Null (5 Suits),1,1
White-Ones & Cocoa Rainbow (5 Suits),1,1
Alternating Clues & Dark Pink (5 Suits),3,0
