variant,attempts,won
Pink (5 Suits),3,1
Rainbow & Pink (5 Suits),3,1
Prism Reversed (5 Suits),3,1
Brown & Prism (5 Suits),3,1
White-Ones & Pink (5 Suits),2,1
Rainbow-Ones (5 Suits),2,1
Pink-Ones & White (5 Suits),1,1
Pink & White (5 Suits),1,1
Pink-Ones & Brown (5 Suits),1,1
Null (5 Suits),1,1
White-Ones & Muddy Rainbow (5 Suits),1,1
Special Mix (5 Suits),21,0
Dark Pink (5 Suits),8,0
Omni-Ones & Rainbow (5 Suits),7,0
Pink-Ones & Black (5 Suits),7,0
Rainbow & Light Pink (5 Suits),5,0
Muddy Rainbow & Gray (5 Suits),5,0
Rainbow & Dark Prism (5 Suits),5,0
No Variant,4,0
Pink & Cocoa Rainbow (5 Suits),4,0
Rainbow & White (5 Suits),4,0
Dark Null (5 Suits),4,0
White-Ones & Omni (5 Suits),3,0
Duck (5 Suits),3,0
Dark Rainbow (5 Suits),3,0
Black (5 Suits),3,0
Up or Down & Pink (5 Suits),3,0
Rainbow & Omni (5 Suits),3,0
Black & Light Pink (5 Suits),3,0
Rainbow & Brown (5 Suits),3,0
Rainbow & Cocoa Rainbow (5 Suits),2,0
Gray Reversed (5 Suits),2,0
Omni (5 Suits),2,0
Rainbow-Ones & Black (5 Suits),2,0
Up or Down & Light Pink (5 Suits),2,0
Prism (5 Suits),2,0
White & Dark Pink (5 Suits),2,0
White-Ones & Rainbow (5 Suits),1,0
Throw It in a Hole (5 Suits),1,0
Muddy-Rainbow-Ones (5 Suits),1,0
Pink-Fives & Muddy Rainbow (5 Suits),1,0
Black Reversed (5 Suits),1,0
Dark Omni (5 Suits),1,0
Brown-Ones & Dark Rainbow (5 Suits),1,0
Black & Muddy Rainbow (5 Suits),1,0
Rainbow (5 Suits),1,0
Pink & Dark Omni (5 Suits),1,0
Pink-Ones & Dark Pink (5 Suits),1,0
Up or Down & Prism (5 Suits),1,0
Up or Down (5 Suits),1,0
Omni-Fives & Pink (5 Suits),1,0
Pink & Light Pink (5 Suits),1,0
Omni-Ones & Dark Null (5 Suits),1,0
