variant,attempts,won
White (6 Suits),2,1
Rainbow & Brown (6 Suits),2,1
Omni (5 Suits),2,1
No Variant,1,1
Clue Starved (5 Suits),1,1
Dark Brown (6 Suits),1,1
Dark Pink (6 Suits),1,1
6 Suits,1,1
Prism (5 Suits),1,1
Dual-Color Mix,1,1
Rainbow (5 Suits),1,1
Dark Pink (5 Suits),4,0
Rainbow & White (3 Suits),3,0
Rainbow & Dark Null (5 Suits),3,0
Brown (5 Suits),2,0
Gray (5 Suits),2,0
Black (6 Suits),1,0
Rainbow & White (6 Suits),1,0
Clue Starved (6 Suits),1,0
Clue Starved & White (5 Suits),1,0
Pink (5 Suits),1,0
Dark Rainbow (5 Suits),1,0
Dual-Color (6 Suits),1,0
Light Pink (6 Suits),1,0
