variant,attempts,won
Duck (3 Suits),11,1
White & Muddy Rainbow (3 Suits),8,1
Rainbow-Ones & Pink (3 Suits),7,1
Pink & Null (3 Suits),6,1
Omni & Muddy Rainbow (3 Suits),6,1
Brown & Light Pink (3 Suits),4,1
Brown-Fives & White (3 Suits),4,1
Cow & Pig (3 Suits),3,1
White & Omni (3 Suits),3,1
Brown & Omni (3 Suits),3,1
Omni & Light Pink (3 Suits),3,1
Pink & Muddy Rainbow (3 Suits),3,1
Null-Ones & White (3 Suits),3,1
Brown-Fives (3 Suits),2,1
White & Light Pink (3 Suits),2,1
Brown-Ones (3 Suits),2,1
Pink & Prism (3 Suits),2,1
Rainbow-Ones & Rainbow (3 Suits),1,1
Rainbow-Ones & White (3 Suits),1,1
Rainbow-Ones & Brown (3 Suits),1,1
White-Fives (3 Suits),1,1
Rainbow-Fives (3 Suits),1,1
White-Ones (3 Suits),1,1
Omni-Ones (3 Suits),1,1
Omni-Fives (3 Suits),1,1
Light-Pink-Fives (3 Suits),1,1
Rainbow & Light Pink (3 Suits),1,1
Null & Light Pink (3 Suits),1,1
Pink-Ones (3 Suits),1,1
Rainbow & Prism (3 Suits),1,1
