variant,attempts,won
White & Dark Pink (5 Suits),8,1
Rainbow & Dark Pink (5 Suits),7,1
White & Dark Rainbow (5 Suits),7,1
Extremely Ambiguous (5 Suits),7,1
Omni & Dark Pink (5 Suits),5,1
Brown & Dark Rainbow (5 Suits),5,1
Black & Light Pink (5 Suits),5,1
Brown & Gray (5 Suits),4,1
Alternating Clues (5 Suits),3,1
Dark Rainbow (5 Suits),2,1
Ambiguous & White (5 Suits),2,1
Brown & Dark Pink (5 Suits),2,1
Rainbow & Gray (5 Suits),2,1
Pink (5 Suits),1,1
Brown (5 Suits),1,1
Dark Pink (5 Suits),1,1
Brown & Omni (5 Suits),1,1
Black & Muddy Rainbow (5 Suits),1,1
Black & Pink (5 Suits),2,0
Throw It in a Hole (5 Suits),1,0
Brown & Dark Omni (5 Suits),1,0
