variant,attempts,won
Rainbow Reversed (6 Suits),6,1
Dark Rainbow (6 Suits),4,1
Null (6 Suits),4,1
Black & White (6 Suits),4,1
Rainbow-Ones & Pink (6 Suits),4,1
Rainbow (6 Suits),3,1
Omni (6 Suits),3,1
Dark Null (6 Suits),3,1
Gray Reversed (6 Suits),2,1
6 Suits,1,1
Extremely Ambiguous (6 Suits),1,1
Ambiguous (6 Suits),1,1
Dual-Color & Brown (6 Suits),1,1
Black & Prism (6 Suits),1,1
Rainbow & White (6 Suits),1,1
Muddy Rainbow & Gray (6 Suits),1,1
Brown-Ones & Omni (6 Suits),1,1
Muddy-Rainbow-Ones (6 Suits),1,1
Black & Dark Rainbow (6 Suits),8,0
Dark Pink (6 Suits),5,0
White & Dark Brown (6 Suits),5,0
Black (6 Suits),4,0
White (6 Suits),4,0
Up or Down & White (6 Suits),4,0
Ambiguous Mix,3,0
Up or Down & Muddy Rainbow (6 Suits),3,0
Up or Down & Brown (6 Suits),2,0
Up or Down & Rainbow (6 Suits),2,0
Gray (6 Suits),2,0
Black & Dark Pink (6 Suits),2,0
Black & Omni (6 Suits),2,0
Dual-Color & White (6 Suits),2,0
Dual-Color & Dark Rainbow (6 Suits),2,0
Black & Null (6 Suits),2,0
Pink-Fives (6 Suits),1,0
Pink & Brown (6 Suits),1,0
White & Dark Rainbow (6 Suits),1,0
Pink (6 Suits),1,0
Up or Down (6 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
White & Prism (6 Suits),1,0
Dark Prism (6 Suits),1,0
Rainbow & Dark Null (6 Suits),1,0
Rainbow & Omni (6 Suits),1,0
