variant,attempts,won
Rainbow (4 Suits),2,1
Dual-Color (6 Suits),2,1
Pink & White (6 Suits),2,1
Pink (5 Suits),2,1
No Variant,2,1
Reversed (5 Suits),2,1
White Reversed (5 Suits),2,1
White-Ones & Brown (4 Suits),1,1
White & Brown (5 Suits),1,1
White-Ones & Rainbow (5 Suits),1,1
Rainbow Reversed (6 Suits),1,1
Black (5 Suits),9,0
Special Mix (5 Suits),4,0
Black & Pink (5 Suits),3,0
White-Ones & Rainbow (6 Suits),2,0
Dark Pink (6 Suits),2,0
Black (6 Suits),2,0
Pink & Dark Omni (6 Suits),2,0
Rainbow & Omni (6 Suits),2,0
Muddy Rainbow (5 Suits),2,0
Dark Pink (5 Suits),1,0
Brown-Ones & Rainbow (4 Suits),1,0
Rainbow & Light Pink (6 Suits),1,0
Dark Brown (5 Suits),1,0
Pink-Ones (5 Suits),1,0
Rainbow & Pink (6 Suits),1,0
Dark Rainbow (5 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
3 Suits,1,0
Pink-Ones (6 Suits),1,0
Dual-Color & Omni (6 Suits),1,0
Rainbow & Prism (6 Suits),1,0
