variant,attempts,won
Duck (6 Suits),19,1
Cow & Pig (3 Suits),12,1
Duck (5 Suits),9,1
White Reversed (6 Suits),9,1
Black & Rainbow (5 Suits),8,1
Duck (4 Suits),8,1
No Variant,4,1
Extremely Ambiguous (5 Suits),4,1
Brown & Gray (6 Suits),3,1
Throw It in a Hole (6 Suits),3,1
Reversed (5 Suits),3,1
Dark Prism (6 Suits),3,1
Duck (3 Suits),2,1
Brown-Ones (3 Suits),2,1
Brown-Ones (4 Suits),2,1
Brown-Ones (6 Suits),2,1
Throw It in a Hole (5 Suits),2,1
Pink & Brown (6 Suits),1,1
Pink & Brown (5 Suits),1,1
Up or Down & Rainbow (5 Suits),1,1
White & Dark Omni (6 Suits),1,1
Extremely Ambiguous (6 Suits),1,1
Brown-Ones (5 Suits),1,1
Reversed (6 Suits),1,1
Black & Gray (6 Suits),1,1
Black & Muddy Rainbow (5 Suits),1,1
Gray Pink (5 Suits),1,1
Pink & Dark Rainbow (5 Suits),7,0
Cow & Pig (4 Suits),6,0
Gray Pink (6 Suits),4,0
Alternating Clues (3 Suits),4,0
Pink & Omni (4 Suits),4,0
Black & Pink (5 Suits),4,0
Black & Rainbow (6 Suits),4,0
Black (6 Suits),4,0
Gray (5 Suits),3,0
Up or Down & Brown (5 Suits),3,0
6 Suits,2,0
Prism & Gray Pink (6 Suits),2,0
Brown (4 Suits),1,0
Rainbow & Brown (6 Suits),1,0
Up or Down & Omni (5 Suits),1,0
Omni & Dark Rainbow (5 Suits),1,0
Pink & Cocoa Rainbow (6 Suits),1,0
Null-Fives & Dark Brown (5 Suits),1,0
Rainbow-Fives & Pink (5 Suits),1,0
Black & Gray Pink (6 Suits),1,0
Brown & Muddy Rainbow (6 Suits),1,0
