variant,attempts,won
Light Pink (6 Suits),7,1
Rainbow & Gray (6 Suits),7,1
Black (6 Suits),4,1
Cocoa Rainbow (6 Suits),4,1
Rainbow & Omni (6 Suits),3,1
Omni (6 Suits),2,1
Rainbow & Pink (6 Suits),2,1
Brown (6 Suits),1,1
Rainbow (6 Suits),1,1
Null (6 Suits),1,1
Rainbow & White (6 Suits),1,1
Pink & Dark Rainbow (6 Suits),1,1
Rainbow & Gray Pink (6 Suits),1,1
Muddy Rainbow (6 Suits),5,0
Rainbow & Dark Pink (6 Suits),4,0
Black & Dark Rainbow (6 Suits),3,0
Pink & Dark Brown (6 Suits),2,0
6 Suits,1,0
Dual-Color (6 Suits),1,0
White (6 Suits),1,0
Rainbow & Brown (6 Suits),1,0
